vm_id,hours,start_time,end_time,vm_category,vCPU,avg_cpu_mean,avg_mean,avg_peak,max_peak,selection_score,workload_type,workload_id
QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,24,0,23,Delay-insensitive,4,20.02660963412399,0.8010643853649594,2.0910757127850075,3.369453597746958,2.933439112221747,batch,bj_00
AL5baEZPeLVXO9z2wmcOYuKcOyoMpHQDRBesa3Skcq1Y6ZrUvHTZM5f52+PEDnfb,24,0,23,Delay-insensitive,2,52.324786512639584,1.0464957302527917,1.1022798527496045,1.877074277555652,1.5715484221385174,batch,bj_01
sxKhPejNNLRheHcCEm5TwzM/sV+ukMFMg0cK10Cmi6yb1CTzVlE9EOES02SvaPwP,24,0,23,Delay-insensitive,2,61.66696271268652,1.2333392542537303,1.6296200212251049,1.78786069519242,2.0765851950232097,batch,bj_02
/kHxI/cTHpjkUx/A2Iw700amzQwtf+/n5lWkizhV1TDdTfAHbVwfwPlNwOBdFDjh,24,0,23,Delay-insensitive,2,33.45335147447336,0.6690670294894673,0.6931237846354257,1.956970721424603,1.1823664649915764,batch,bj_03
EnIoxOJLTIuoH0MSUs5c53S9LBzh8PNh3Pzs75H8uRbv66uOoIYecu7LrBOxQC7g,24,0,23,Delay-insensitive,4,71.65428535426996,2.866171414170798,3.947062167557856,3.975357569543844,4.940901559943817,batch,bj_04
2rfQ82jM6JnKX+qntN/r3/I8oQ0fqKOcmel1b7P8cWL5edH3bOqVFSCMcKnd6hGk,24,0,23,Interactive,2,47.08851184505274,0.9417702369010548,1.1665391733040713,1.775563822246452,1.6104301288656844,on_demand,od_00
3K7yATOJ6wis5fC6ea67tg9en1hO93rMJr1vs1oS4i/kp5QTfp9zbYaLQSM4yNPY,24,0,23,Interactive,2,51.636656238054776,1.0327331247610956,1.255291100926386,1.8368761262757187,1.7145101324953158,on_demand,od_01
BEBpgg3rHE0cdWHsOrnTHLLif9nn33WYzMwuxUv+ZVoPAm43ZUh7pC1i/tUMVJCC,24,0,23,Interactive,8,49.807131141707146,3.9845704913365716,5.907906161566989,6.960497791376226,7.6480306094110455,on_demand,od_02
D24Z/ir3nFQhzKcQKrdnMx8F78rFAo3JJKv1DjO7r5lTV9UpICeG4CcoIHSopVr+,24,0,23,Interactive,4,24.249238881041137,0.9699695552416455,1.314533163044058,1.6863433029630508,1.7361189887848207,on_demand,od_03
Eg2RZ0A85wRUJXHt7kqDsUgEXsXqt9XA62asrbIEjAyYkPOT5NxQuZQyUEsuwyG5,7,17,23,Interactive,4,23.574082865299637,0.9429633146119855,1.0955140333168747,2.6872681297707,1.7673310657595498,on_demand,od_04
H+GpMhnpjAivw8ZgF7hTTWgXBg9rjLVgNY9qkaKq+zzM+zAKb6cA2stdAayEafZS,24,0,23,Interactive,4,23.161336567263003,0.92645346269052,1.370958507344165,1.9704007457018768,1.8635586937696342,on_demand,od_05
IntnoVNT3/zYtLFmU73fihk3aiRYQK+PkuyOuT7VJ2zcoKI1u07QtoGCXDHg6pHB,24,0,23,Interactive,2,48.27518274229272,0.9655036548458544,1.1976427476636595,1.7927641924046815,1.64583379576483,on_demand,od_06
KlAJ0eo4enhYyxofZDVmfP+EHmJiNhFruMR9333iSSBk51xdLvDaBWuR02P1iNW/,24,0,23,Interactive,2,24.16649814428835,0.483329962885767,0.5066660895485466,1.6281388770037757,0.9137008087994906,on_demand,od_07
NeX76so3YbilVyfKohgWD37tv3vWd9+zGmCzds/pjIIUfISKgfhkVBkdU5T1yZ3F,24,0,23,Interactive,2,94.06287620688732,1.8812575241377463,1.9753003507010816,1.9864162134381225,2.471904404060612,on_demand,od_08
R1ogiWX31iLHvfF1Vshs0KPeWM3ngdopDmhTp2E3cLBkIH+h0+VGvRPVNyBKQkNd,24,0,23,Interactive,2,30.208216648772634,0.6041643329754527,1.2772156368079235,1.9663429940577493,1.7688013853223608,on_demand,od_09
aIWK9F7FeRVH5A5LA4uWajwViykr9MR9WyWh45EkfH/cTrYrF5KQ5icl/vNkLOpf,24,0,23,Interactive,2,23.690893823078785,0.4738178764615757,1.0285958288022952,1.941629602122652,1.5140032293329582,on_demand,od_10
