batch_job_id,parent_workload_id,source_time,vm_id,vCPU,min_core_usage,avg_core_usage,max_core_usage
bj_00_t00,bj_00,0,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.133805680837214,0.5925968152520089,1.2355270657792063
bj_00_t01,bj_00,1,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.127537962295963,0.5193165424366025,1.011913474813911
bj_00_t02,bj_00,2,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.1128881693725307,0.4964604636647032,1.038378570232422
bj_00_t03,bj_00,3,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0994807055228459,0.5726833934358347,1.3528553163899424
bj_00_t04,bj_00,4,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0921211746913256,0.3891226073717886,1.019449178389601
bj_00_t05,bj_00,5,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0446913266254254,0.3581469675748008,1.4600027200606551
bj_00_t06,bj_00,6,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0419501582492743,0.295264365507444,0.8701632986981227
bj_00_t07,bj_00,7,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0515086043150246,0.2557940032460721,1.000702718341267
bj_00_t08,bj_00,8,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0462339813046673,0.2589390608003094,1.1886763414434918
bj_00_t09,bj_00,9,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0583027384347009,0.3838059523994335,0.9791121591193014
bj_00_t10,bj_00,10,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.1033376674908211,0.6475639295079019,1.4066008368843117
bj_00_t11,bj_00,11,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.2581667078671893,0.8707966610047693,1.5684693049065792
bj_00_t12,bj_00,12,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.3504257584258472,1.244861188904521,2.064756843112624
bj_00_t13,bj_00,13,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.702356630249703,1.614413254541818,2.483321394999925
bj_00_t14,bj_00,14,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,1.0528372934607586,1.7146011504595011,2.383313391139114
bj_00_t15,bj_00,15,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,1.047119054639157,1.701573712001207,2.34918501941768
bj_00_t16,bj_00,16,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.1361390841329407,2.0910757127850075,3.369453597746958
bj_00_t17,bj_00,17,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.1293179980573698,0.9699304867614386,1.9091285330862056
bj_00_t18,bj_00,18,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.4835450027739764,1.0668764855652322,2.187530779969668
bj_00_t19,bj_00,19,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.3699276701180959,0.9714098587255148,1.8885020235229395
bj_00_t20,bj_00,20,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.1543466033682465,0.8181794638290545,1.6867242071607251
bj_00_t21,bj_00,21,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.1377270550997918,0.6510232467342538,1.4813300559151328
bj_00_t22,bj_00,22,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0760854086211142,0.4522511782104316,1.3381971800825891
bj_00_t23,bj_00,23,QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,4,0.0499275869304683,0.2888587480393789,1.0166629884510474
bj_01_t00,bj_01,0,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.468346456958913,0.5241534935201005,0.6612053931850157
bj_01_t01,bj_01,1,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0418209354290523,0.4765111776078165,0.731045990692331
bj_01_t02,bj_01,2,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0848705671926942,0.5437807081110583,0.739558099729873
bj_01_t03,bj_01,3,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0544953867589121,0.4680331698410381,0.6425310300698349
bj_01_t04,bj_01,4,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0525710702641613,0.4388683700849915,0.6664546999158222
bj_01_t05,bj_01,5,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0475170277767195,0.4951236492368969,0.8859157955983262
bj_01_t06,bj_01,6,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0517718391304569,0.449275298762966,0.5550148931063683
bj_01_t07,bj_01,7,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0427845274160715,0.5109957023024875,0.6898135258099671
bj_01_t08,bj_01,8,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0514398469634339,0.5099601596731832,0.8151931035316544
bj_01_t09,bj_01,9,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0665631241067774,0.5591165222941205,0.8016587161691525
bj_01_t10,bj_01,10,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0502102718697656,0.5676805042412646,0.9132444471550768
bj_01_t11,bj_01,11,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0682799499446166,0.5827529645027935,1.0092619170861137
bj_01_t12,bj_01,12,kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,0.0492445566175104,0.586079279580406,1.091302765217261
