vm_id,hours,start_time,end_time,vm_category,vCPU,avg_cpu_mean,avg_mean,avg_peak,max_peak,selection_score,workload_type,workload_id
QZVnxOlRN+a3CdJCM2VVyhbU+Dy4uJERBw6N3YzNpoGNPY9oIfcqqkcNDij0xqJ/,24,0,23,Delay-insensitive,4,20.02660963412399,0.8010643853649594,2.0910757127850075,3.369453597746958,2.933439112221747,batch,bj_00
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,24,0,23,Delay-insensitive,2,23.623368490089494,0.4724673698017899,0.586079279580406,1.091302765217261,0.8589049708847212,batch,bj_01
HNg3HjaQNJFaPCKQ72z4hMhpNe00+DXRAvOQDVvSB4jZI2i9sXx/oTeAkLlVmukD,24,0,23,Delay-insensitive,2,20.138183958348858,0.40276367916697714,1.313523777385551,1.962787018964542,1.8042205321266866,batch,bj_02
AL5baEZPeLVXO9z2wmcOYuKcOyoMpHQDRBesa3Skcq1Y6ZrUvHTZM5f52+PEDnfb,24,0,23,Delay-insensitive,2,52.324786512639584,1.0464957302527917,1.1022798527496045,1.877074277555652,1.5715484221385174,batch,bj_03
LmTtaRum58xkHeASEYnXvZeSUitH04j5lrS/bvTmWxnAXwMvTRAgSTcD9CsyAk25,24,0,23,Delay-insensitive,4,74.30666513730934,2.972266605492374,3.2685707084332085,3.969185234998634,4.260867017182867,batch,bj_04
M9deJ/wJNH8TMtNBRdbMY1QKlogtqKpLKKXMyeB1r77Hya+By9li0PY2f1LgLC54,24,0,23,Delay-insensitive,2,26.590493060170207,0.5318098612034042,0.561602522332765,1.793431263798088,1.009960338282287,batch,bj_05
CAH1SuMH7zOLHIIow6OBLnVZ0b7RrbjSRmciEiqp7Dg8xDZDsRta3Lyaw3RfbZ5s,24,0,23,Delay-insensitive,4,28.0660368974597,1.1226414758983883,2.4469398517010794,3.813516547484944,3.4003189885723155,batch,bj_06
ymawhKtmtseBfsXjWj50w7RX8zof2WSCjja0IkbZhWyxccEcwM93pPyvA70+nH/K,24,0,23,Delay-insensitive,2,24.499649623515268,0.4899929924703053,1.8663315044778492,1.9290200323625288,2.3485865125684815,batch,bj_07
CRwl7ZiqtPx18z3SakzMJq1HG5FcO3AT6MKHv/KiV8YwLFLlIszdAt4MAB+rnHOX,24,0,23,Delay-insensitive,8,20.70046214185884,1.6560369713487073,2.0878161979670686,6.473897741899297,3.706290633441893,batch,bj_08
hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,24,0,23,Delay-insensitive,2,66.55529684168091,1.3311059368336184,1.6818819104936622,1.974258246958999,2.175446472233412,batch,bj_09
