scenario,time,on_demand,spot,batch_total_work,batch_average_per_slot,equivalent_total_demand
scen_01,0,5.9045074229735315,4.555699020623834,376.792934420557,15.699705600856541,26.159912044453904
scen_01,1,4.219300492749933,4.664736728521886,376.792934420557,15.699705600856541,24.583742822128357
scen_01,2,6.0346029050705265,5.086689987973034,376.792934420557,15.699705600856541,26.8209984939001
scen_01,3,5.99096312780299,4.528996134863331,376.792934420557,15.699705600856541,26.219664863522866
scen_01,4,6.0202275077096,5.549501417502953,376.792934420557,15.699705600856541,27.269434526069094
scen_01,5,6.118514230824532,5.661805259635373,376.792934420557,15.699705600856541,27.48002509131645
scen_01,6,5.979864067212941,5.579813031865328,376.792934420557,15.699705600856541,27.25938269993481
scen_01,7,4.105096641655006,5.566256611760981,376.792934420557,15.699705600856541,25.371058854272526
scen_01,8,4.594959069434126,5.921655697446135,376.792934420557,15.699705600856541,26.216320367736802
scen_01,9,5.098591052883259,4.1320572529799495,376.792934420557,15.699705600856541,24.930353906719752
scen_01,10,5.219106337973418,6.939922842794071,376.792934420557,15.699705600856541,27.85873478162403
scen_01,11,4.3437257457492375,6.322249173152864,376.792934420557,15.699705600856541,26.36568051975864
scen_01,12,5.040535880013538,5.016395132772526,376.792934420557,15.699705600856541,25.756636613642605
scen_01,13,3.8702838895362155,6.380992078262507,376.792934420557,15.699705600856541,25.950981568655266
scen_01,14,3.5859312489102138,4.691168298668396,376.792934420557,15.699705600856541,23.97680514843515
scen_01,15,3.6101058571360003,6.107608296176963,376.792934420557,15.699705600856541,25.417419754169504
scen_01,16,4.587439994312325,4.621422879921907,376.792934420557,15.699705600856541,24.908568475090775
scen_01,17,3.6229869425378975,6.080850930398174,376.792934420557,15.699705600856541,25.403543473792613
scen_01,18,5.040138848723614,5.055375192309222,376.792934420557,15.699705600856541,25.795219641889375
scen_01,19,5.57730142635475,4.570984604633615,376.792934420557,15.699705600856541,25.847991631844906
scen_01,20,4.625922590999019,4.996719658570086,376.792934420557,15.699705600856541,25.322347850425643
scen_01,21,5.355101756739929,5.085981776825607,376.792934420557,15.699705600856541,26.14078913442208
scen_01,22,5.178051001178747,4.5616730823950595,376.792934420557,15.699705600856541,25.439429684430348
scen_01,23,5.320544009974405,5.10548876139795,376.792934420557,15.699705600856541,26.125738372228895
scen_02,0,5.0232747760528325,5.111471319804285,372.9638562272379,15.540160676134912,25.674906771992028
scen_02,1,4.510907971759817,5.613719511450057,372.9638562272379,15.540160676134912,25.664788159344788
scen_02,2,5.180720873621624,4.800184332496105,372.9638562272379,15.540160676134912,25.521065882252643
scen_02,3,5.905920713209413,4.444670040766986,372.9638562272379,15.540160676134912,25.890751430111308
scen_02,4,5.477608646423822,5.536749633578816,372.9638562272379,15.540160676134912,26.55451895613755
scen_02,5,6.049630086712958,3.526786753051437,372.9638562272379,15.540160676134912,25.11657751589931
