scenario,time,cluster_load,cluster_committed_load,active_servers,cluster_overbooking_ratio
scen_01,0,30.381640252444317,30.381640252444317,5,0.7595410063111079
scen_01,1,29.44567563014133,29.445675630141334,5,0.7361418907535333
scen_01,2,27.962988521730924,27.962988521730924,5,0.6990747130432731
scen_01,3,30.09022603832274,31.12774951232835,5,0.7781937378082088
scen_01,4,26.62616446293498,26.62616446293498,5,0.6656541115733745
scen_01,5,28.559450518280965,28.756062876399383,5,0.7189015719099846
scen_01,6,28.79943149228327,28.79943149228327,5,0.7199857873070817
scen_01,7,29.133240812891625,29.133240812891625,5,0.7283310203222906
scen_01,8,28.371720872106064,28.371720872106064,5,0.7092930218026516
scen_01,9,32.17845836558771,32.17845836558771,5,0.8044614591396927
scen_01,10,22.990875670391965,22.990875670391965,5,0.5747718917597991
scen_01,11,27.584731744537955,27.584731744537958,5,0.689618293613449
scen_01,12,29.02596592518951,30.81213999736763,5,0.7703034999341908
scen_01,13,33.406073272352145,33.406073272352145,5,0.8351518318088036
scen_01,14,31.800904380825507,33.553829547685595,5,0.8388457386921399
scen_01,15,29.83111785660715,29.83111785660715,5,0.7457779464151788
scen_01,16,29.775032963583836,32.26419657593654,5,0.8066049143984134
scen_01,17,27.923102054066614,27.923102054066614,5,0.6980775513516654
scen_01,18,28.66837497811766,28.66837497811766,5,0.7167093744529416
scen_01,19,31.027206147354406,31.057219249979013,5,0.7764304812494753
scen_01,20,32.350153826104126,32.37926054491303,5,0.8094815136228257
scen_01,21,32.99984709722833,32.99984709722833,5,0.8249961774307083
scen_01,22,30.029134988007534,30.029134988007534,5,0.7507283747001884
scen_01,23,29.943390489667184,29.943390489667188,5,0.7485847622416797
scen_02,0,24.52583258262255,24.52583258262255,5,0.6131458145655637
scen_02,1,27.303276550358703,27.303276550358703,5,0.6825819137589676
scen_02,2,28.93128875786817,28.931288757868174,5,0.7232822189467043
scen_02,3,28.21799506743573,28.21799506743573,5,0.7054498766858932
scen_02,4,28.765670198300008,28.765670198300004,5,0.7191417549575001
scen_02,5,32.595775067175104,32.81567935758115,5,0.8203919839395288
scen_02,6,29.2202055325319,29.2202055325319,5,0.7305051383132974
scen_02,7,28.048228759130218,28.048228759130218,5,0.7012057189782555
scen_02,8,28.7163460071372,28.716346007137197,5,0.71790865017843
scen_02,9,28.466601451276958,30.132381012492104,5,0.7533095253123026
scen_02,10,27.588221430225595,28.038604431675807,5,0.7009651107918952
scen_02,11,30.08287140532945,30.08287140532945,5,0.7520717851332362
scen_02,12,29.859772352997318,29.859772352997314,5,0.7464943088249328
scen_02,13,32.631996759242874,32.631996759242874,5,0.8157999189810718
scen_02,14,33.646808625688585,33.646808625688585,5,0.8411702156422146
scen_02,15,31.87680989094076,31.876809890940756,5,0.7969202472735188
scen_02,16,30.666979045434594,30.666979045434594,5,0.7666744761358648
scen_02,17,25.067801735711665,25.71188466756334,5,0.6427971166890835
scen_02,18,28.00375175651506,28.00375175651506,5,0.7000937939128765
scen_02,19,27.80051007415389,28.624962516212452,5,0.7156240629053113
scen_02,20,31.16682740191727,31.855995925073547,5,0.7963998981268386
