scenario,peak_server_load,peak_committed_server_load,peak_server_overbooking_ratio,gamma_count,phi_count,active_server_periods,peak_cluster_load,peak_cluster_committed_load,peak_cluster_overbooking_ratio,peak_server_utilization
scen_01,7.993347228062785,7.9933472280627855,0.9991684035078482,0,0,120,29.542821458120084,29.542821458120084,0.7385705364530021,0.9991684035078481
scen_02,7.995248252115089,7.995248252115088,0.999406031514386,0,0,120,28.213285335596602,28.213285335596602,0.7053321333899151,0.9994060315143861
scen_03,7.975463623202112,7.975463623202111,0.9969329529002638,0,0,120,28.139389922468123,28.139389922468123,0.703484748061703,0.996932952900264
scen_04,7.99576401353603,7.9957640135360295,0.9994705016920037,0,0,120,29.220681871014843,29.220681871014843,0.7305170467753711,0.9994705016920038
scen_05,7.9919936999745405,7.991993699974541,0.9989992124968177,0,0,120,27.457105534946216,27.457105534946216,0.6864276383736554,0.9989992124968176
scen_06,7.998619190385846,7.998619190385847,0.9998273987982309,0,0,120,29.080771440740143,29.080771440740143,0.7270192860185036,0.9998273987982308
scen_07,7.997614058726509,7.997614058726509,0.9997017573408137,0,0,120,30.746423460055084,30.746423460055084,0.7686605865013771,0.9997017573408137
scen_08,7.992200260727024,7.992200260727024,0.999025032590878,0,0,120,28.562129948709263,28.562129948709263,0.7140532487177316,0.999025032590878
scen_09,7.997776618455607,7.997776618455607,0.9997220773069508,0,0,120,28.676897990719727,28.676897990719723,0.7169224497679931,0.9997220773069508
scen_10,7.993024618884407,7.993024618884407,0.9991280773605509,0,0,120,29.777663697606307,29.777663697606307,0.7444415924401577,0.9991280773605509
