scenario,peak_server_load,peak_committed_server_load,peak_server_overbooking_ratio,gamma_count,phi_count,active_server_periods,peak_cluster_load,peak_cluster_committed_load,peak_cluster_overbooking_ratio,peak_server_utilization
scen_01,7.994410688516756,7.994410688516756,0.9993013360645945,0,0,120,36.72875464526712,36.72875464526712,0.9182188661316779,0.9993013360645945
scen_02,7.97745280126629,7.97745280126629,0.9971816001582863,0,0,120,36.347284343650294,36.347284343650294,0.9086821085912573,0.9971816001582863
scen_03,7.917011395696781,7.917011395696781,0.9896264244620976,0,0,120,39.101851758723825,39.101851758723825,0.9775462939680957,0.9896264244620976
scen_04,7.982426779533429,7.982426779533429,0.9978033474416786,0,0,120,38.95488268388363,38.95488268388363,0.9738720670970908,0.9978033474416786
scen_05,7.9427339933025936,7.9427339933025936,0.9928417491628242,0,0,120,36.23780333639759,36.23780333639759,0.9059450834099397,0.9928417491628242
scen_06,7.9023175317096666,7.9023175317096666,0.9877896914637083,0,0,120,37.72655670684885,37.72655670684885,0.9431639176712212,0.9877896914637083
scen_07,7.991324705012461,7.991324705012462,0.9989155881265578,0,0,120,35.93346157033326,35.93346157033326,0.8983365392583315,0.9989155881265577
scen_08,7.908262736135994,7.908262736135994,0.9885328420169992,0,0,120,37.114857925485246,37.114857925485246,0.9278714481371312,0.9885328420169992
scen_09,7.9354026675071765,7.9354026675071765,0.9919253334383971,0,0,120,37.64147316481029,37.64147316481029,0.9410368291202573,0.9919253334383971
scen_10,7.986887128891597,7.9868871288915955,0.9983608911114494,0,0,120,38.925899307738234,38.925899307738234,0.9731474826934559,0.9983608911114497
