scenario,time,cluster_load,cluster_committed_load,active_servers,cluster_overbooking_ratio
scen_01,0,27.52440264574002,27.524402645740018,5,0.6881100661435005
scen_01,1,27.46894673831845,27.46894673831845,5,0.6867236684579613
scen_01,2,26.981377997397217,26.981377997397217,5,0.6745344499349304
scen_01,3,30.398834667980978,30.398834667980978,5,0.7599708666995244
scen_01,4,27.54926260382978,27.54926260382978,5,0.6887315650957445
scen_01,5,33.35446743270325,33.35446743270325,5,0.8338616858175814
scen_01,6,31.081986171405564,31.081986171405568,5,0.7770496542851392
scen_01,7,28.597667223631262,28.597667223631262,5,0.7149416805907816
scen_01,8,26.840020516144225,26.840020516144225,5,0.6710005129036056
scen_01,9,29.363658774604684,29.363658774604687,5,0.7340914693651172
scen_01,10,29.887712437260788,29.887712437260788,5,0.7471928109315197
scen_01,11,34.59488614714916,34.59488614714916,5,0.864872153678729
scen_01,12,36.72875464526712,36.72875464526712,5,0.9182188661316779
scen_01,13,35.003556358375846,35.003556358375846,5,0.8750889089593962
scen_01,14,33.90000038817839,33.90000038817839,5,0.8475000097044598
scen_01,15,31.51709203822938,31.51709203822938,5,0.7879273009557345
scen_01,16,31.633839092471064,31.633839092471064,5,0.7908459773117766
scen_01,17,31.38231342574722,31.38231342574722,5,0.7845578356436805
scen_01,18,33.96566720966887,33.96566720966887,5,0.8491416802417218
scen_01,19,32.65228360023343,32.65228360023343,5,0.8163070900058358
scen_01,20,27.818634006843617,27.81863400684362,5,0.6954658501710905
scen_01,21,27.179055561016796,27.179055561016796,5,0.6794763890254198
scen_01,22,25.6328503603928,25.6328503603928,5,0.64082125900982
scen_01,23,27.258373308448476,27.258373308448473,5,0.6814593327112118
scen_02,0,25.637620588958995,25.637620588959,5,0.640940514723975
scen_02,1,27.75656873828023,27.75656873828023,5,0.6939142184570057
scen_02,2,29.628047041147397,29.628047041147397,5,0.7407011760286849
scen_02,3,29.70264079486854,29.70264079486854,5,0.7425660198717134
scen_02,4,29.258674321261,29.258674321261,5,0.731466858031525
scen_02,5,28.768819503428055,28.768819503428055,5,0.7192204875857013
scen_02,6,27.758111300252153,27.758111300252153,5,0.6939527825063039
scen_02,7,30.344133506870882,30.344133506870882,5,0.758603337671772
scen_02,8,27.37171120842305,27.37171120842305,5,0.6842927802105763
scen_02,9,28.088994628422682,28.088994628422686,5,0.7022248657105672
scen_02,10,33.27986045211661,33.27986045211661,5,0.8319965113029152
scen_02,11,36.347284343650294,36.347284343650294,5,0.9086821085912573
scen_02,12,34.378517124318755,34.378517124318755,5,0.8594629281079689
scen_02,13,34.7265317478711,34.7265317478711,5,0.8681632936967775
scen_02,14,32.02950019863096,32.02950019863096,5,0.8007375049657741
scen_02,15,31.991782291462847,31.991782291462847,5,0.7997945572865712
scen_02,16,31.88423009297486,31.88423009297486,5,0.7971057523243715
scen_02,17,32.48543638497637,32.48543638497637,5,0.8121359096244092
scen_02,18,33.114693013568726,33.114693013568726,5,0.8278673253392181
scen_02,19,32.3555688195452,32.3555688195452,5,0.80888922048863
scen_02,20,30.31873610339148,30.31873610339148,5,0.757968402584787
scen_02,21,24.780379974529147,24.780379974529147,5,0.6195094993632286
scen_02,22,26.616520066074074,26.616520066074074,5,0.6654130016518518
scen_02,23,27.28025149725795,27.28025149725795,5,0.6820062874314488
scen_03,0,29.740701673187182,29.740701673187186,5,0.7435175418296797
scen_03,1,28.9207819206091,28.920781920609105,5,0.7230195480152276
scen_03,2,29.215326847449873,29.215326847449873,5,0.7303831711862468
scen_03,3,25.388997874794736,25.388997874794736,5,0.6347249468698684
scen_03,4,32.562762660463385,32.562762660463385,5,0.8140690665115846
scen_03,5,30.464452194435243,30.464452194435243,5,0.761611304860881
scen_03,6,33.87336571129201,33.87336571129201,5,0.8468341427823003
scen_03,7,30.80262238690261,30.802622386902605,5,0.7700655596725652
scen_03,8,30.00191693952637,30.001916939526367,5,0.7500479234881592
scen_03,9,31.957889001761302,31.957889001761302,5,0.7989472250440326
scen_03,10,29.46968724141533,29.46968724141533,5,0.7367421810353832
scen_03,11,35.16782222920781,35.16782222920781,5,0.8791955557301951
scen_03,12,36.61753375359515,36.617533753595154,5,0.9154383438398789
scen_03,13,39.101851758723825,39.101851758723825,5,0.9775462939680957
scen_03,14,32.51427501882352,32.51427501882352,5,0.8128568754705879
scen_03,15,30.091249760868862,30.091249760868862,5,0.7522812440217216
scen_03,16,31.410661626884192,31.410661626884192,5,0.7852665406721048
scen_03,17,29.41041726724592,29.41041726724592,5,0.735260431681148
scen_03,18,30.04739586080739,30.04739586080739,5,0.7511848965201848
scen_03,19,31.695240800146163,31.69524080014616,5,0.792381020003654
scen_03,20,27.723895885327316,27.723895885327316,5,0.6930973971331829
scen_03,21,31.17646860239425,31.17646860239425,5,0.7794117150598563
scen_03,22,27.94766381267882,27.94766381267882,5,0.6986915953169704
scen_03,23,28.23133573459251,28.23133573459251,5,0.7057833933648128
scen_04,0,27.780289259960703,27.780289259960703,5,0.6945072314990176
scen_04,1,26.342953161728914,26.342953161728914,5,0.6585738290432228
scen_04,2,27.87471550708964,27.87471550708964,5,0.696867887677241
scen_04,3,27.253227443607116,27.253227443607116,5,0.6813306860901779
scen_04,4,27.249689396850755,27.249689396850755,5,0.6812422349212689
scen_04,5,27.174626699863982,27.174626699863982,5,0.6793656674965995
scen_04,6,26.34829434837599,26.34829434837599,5,0.6587073587093998
scen_04,7,30.36916745973903,30.36916745973903,5,0.7592291864934758
scen_04,8,28.646290203024755,28.646290203024755,5,0.7161572550756189
scen_04,9,29.217178743032715,29.217178743032715,5,0.7304294685758179
scen_04,10,35.72002277120952,35.720022771209514,5,0.8930005692802379
scen_04,11,36.21519489327767,36.21519489327767,5,0.9053798723319417
scen_04,12,38.95488268388363,38.95488268388363,5,0.9738720670970908
scen_04,13,35.93513154174084,35.93513154174084,5,0.898378288543521
scen_04,14,34.856650546123426,34.856650546123426,5,0.8714162636530857
scen_04,15,31.178159371249766,31.178159371249766,5,0.7794539842812441
scen_04,16,34.268345856252004,34.268345856252004,5,0.8567086464063001
scen_04,17,34.259209854023986,34.259209854023986,5,0.8564802463505996
scen_04,18,30.172149763037602,30.1721497630376,5,0.7543037440759399
scen_04,19,31.502079168242165,31.502079168242165,5,0.7875519792060541
scen_04,20,28.413244815036688,28.413244815036688,5,0.7103311203759172
scen_04,21,29.828346909770012,29.828346909770012,5,0.7457086727442503
scen_04,22,27.13521490844091,27.135214908440915,5,0.6783803727110229
scen_04,23,25.339494943041295,25.339494943041295,5,0.6334873735760324
scen_05,0,30.104749629018343,30.104749629018343,5,0.7526187407254585
scen_05,1,24.89562251296381,24.89562251296381,5,0.6223905628240953
scen_05,2,25.964541906521056,25.964541906521056,5,0.6491135476630264
scen_05,3,27.064451497719258,27.064451497719258,5,0.6766112874429815
scen_05,4,30.946321203974456,30.946321203974456,5,0.7736580300993614
scen_05,5,31.115691666242494,31.115691666242494,5,0.7778922916560623
scen_05,6,28.986725328453144,28.986725328453144,5,0.7246681332113286
scen_05,7,29.52913931627549,29.52913931627549,5,0.7382284829068873
scen_05,8,26.669443109475647,26.66944310947565,5,0.6667360777368913
scen_05,9,33.60967937073408,33.60967937073408,5,0.840241984268352
scen_05,10,34.17080724994937,34.17080724994937,5,0.8542701812487342
scen_05,11,31.73327150497324,31.733271504973235,5,0.7933317876243309
scen_05,12,36.23780333639759,36.23780333639759,5,0.9059450834099397
scen_05,13,35.04930901527302,35.04930901527302,5,0.8762327253818254
scen_05,14,31.12127858909812,31.12127858909812,5,0.7780319647274531
scen_05,15,33.33713253539693,33.33713253539693,5,0.8334283133849233
scen_05,16,31.563787472849178,31.563787472849178,5,0.7890946868212294
scen_05,17,31.54666061830747,31.54666061830747,5,0.7886665154576867
scen_05,18,32.70798572662145,32.70798572662145,5,0.8176996431655363
scen_05,19,31.406758884357902,31.406758884357902,5,0.7851689721089475
scen_05,20,30.263190378181143,30.263190378181143,5,0.7565797594545286
scen_05,21,25.447474503799658,25.447474503799658,5,0.6361868625949915
scen_05,22,27.602517970098532,27.602517970098532,5,0.6900629492524633
scen_05,23,28.3129760951939,28.3129760951939,5,0.7078244023798475
scen_06,0,28.60378675044332,28.60378675044332,5,0.715094668761083
scen_06,1,25.40477259205568,25.404772592055682,5,0.635119314801392
scen_06,2,30.933496847052034,30.933496847052037,5,0.7733374211763009
scen_06,3,28.986728135836017,28.986728135836017,5,0.7246682033959004
scen_06,4,27.12117842563429,27.12117842563429,5,0.6780294606408572
scen_06,5,29.725435702551373,29.725435702551373,5,0.7431358925637843
scen_06,6,30.850394987569437,30.850394987569437,5,0.771259874689236
scen_06,7,27.257323971467322,27.257323971467322,5,0.681433099286683
scen_06,8,28.149608517172293,28.149608517172293,5,0.7037402129293073
scen_06,9,28.42986606851874,28.42986606851874,5,0.7107466517129686
scen_06,10,34.35511988410527,34.35511988410527,5,0.8588779971026318
scen_06,11,32.003532084210676,32.003532084210676,5,0.8000883021052669
