scenario,time,on_demand,spot,batch_total_work,batch_average_per_slot,equivalent_total_demand
scen_01,0,10.927627664176619,10.416248974523159,319.2891248612068,13.303713535883617,34.64759017458339
scen_01,1,11.426611898104223,10.118967122852677,319.2891248612068,13.303713535883617,34.84929255684052
scen_01,2,8.709169433685805,9.075281825711253,319.2891248612068,13.303713535883617,31.088164795280676
scen_01,3,11.631200766641335,8.013789131108133,319.2891248612068,13.303713535883617,32.948703433633085
scen_01,4,10.558591273585613,10.252721799972598,319.2891248612068,13.303713535883617,34.11502660944183
scen_01,5,10.9096520984499,9.04800309817994,319.2891248612068,13.303713535883617,33.26136873251346
scen_01,6,11.528412616269968,9.84157782661871,319.2891248612068,13.303713535883617,34.673703978772295
scen_01,7,9.98641691240763,9.667396851631462,319.2891248612068,13.303713535883617,32.95752729992271
scen_01,8,7.998134148244194,9.770523925611446,319.2891248612068,13.303713535883617,31.072371609739257
scen_01,9,8.10441531826821,9.292770721373508,319.2891248612068,13.303713535883617,30.700899575525334
scen_01,10,8.952569281362818,9.782327555999741,319.2891248612068,13.303713535883617,32.03861037324617
scen_01,11,12.910271728991738,8.34774363043937,319.2891248612068,13.303713535883617,34.56172889531472
scen_01,12,12.162669608345551,11.259161944528666,319.2891248612068,13.303713535883617,36.72554508875783
scen_01,13,13.968262624816745,10.703046365101017,319.2891248612068,13.303713535883617,37.97502252580138
scen_01,14,12.753156359221967,9.92266985434641,319.2891248612068,13.303713535883617,35.979539749451995
scen_01,15,12.349110038536915,11.599979752172723,319.2891248612068,13.303713535883617,37.25280332659325
scen_01,16,11.284798166684933,10.398940691123423,319.2891248612068,13.303713535883617,34.987452393691974
scen_01,17,10.745276977658945,10.66136899131718,319.2891248612068,13.303713535883617,34.71035950485974
scen_01,18,11.99449741608548,10.461978478106971,319.2891248612068,13.303713535883617,35.76018943007607
scen_01,19,13.275866684290644,8.504890432472518,319.2891248612068,13.303713535883617,35.08447065264678
scen_01,20,11.777775531756472,9.550016951398895,319.2891248612068,13.303713535883617,34.63150601903898
scen_01,21,9.78530390697724,9.480259799236459,319.2891248612068,13.303713535883617,32.569277242097314
scen_01,22,11.142842917257443,9.373673863670664,319.2891248612068,13.303713535883617,33.820230316811724
scen_01,23,10.972613899446934,9.605301103124237,319.2891248612068,13.303713535883617,33.88162853845479
scen_02,0,9.664895662749029,8.637095300219212,327.3554426056162,13.63981010856734,31.94180107153558
scen_02,1,10.347109558734264,8.002722282792114,327.3554426056162,13.63981010856734,31.98964195009372
scen_02,2,11.42273275281768,7.829513212928533,327.3554426056162,13.63981010856734,32.89205607431355
scen_02,3,10.674822942966825,8.811535365817534,327.3554426056162,13.63981010856734,33.1261684173517
scen_02,4,8.01079345676547,11.405624420979244,327.3554426056162,13.63981010856734,33.05622798631205
scen_02,5,10.456219081619697,7.438659059077274,327.3554426056162,13.63981010856734,31.534688249264313
scen_02,6,10.940132638763238,9.503568363958115,327.3554426056162,13.63981010856734,34.08351111128869
scen_02,7,10.443010951699819,8.309697815484126,327.3554426056162,13.63981010856734,32.392518875751286
scen_02,8,8.951429159692047,8.097204667573846,327.3554426056162,13.63981010856734,30.688443935833234
scen_02,9,8.104139431960077,9.478512264335547,327.3554426056162,13.63981010856734,31.222461804862967
scen_02,10,10.674613540626329,8.240714212028594,327.3554426056162,13.63981010856734,32.55513786122226
scen_02,11,12.434340661562013,10.714780363227765,327.3554426056162,13.63981010856734,36.78893113335712
scen_02,12,11.228695075675757,9.623067821981484,327.3554426056162,13.63981010856734,34.491573006224584
scen_02,13,11.935993009581887,9.10682805754914,327.3554426056162,13.63981010856734,34.68263117569837
scen_02,14,12.11157478348941,9.96989497414189,327.3554426056162,13.63981010856734,35.72127986619864
scen_02,15,11.996636144778083,10.55073698174003,327.3554426056162,13.63981010856734,36.187183235085456
scen_02,16,14.091424002346859,11.945857032891515,327.3554426056162,13.63981010856734,39.67709114380571
scen_02,17,10.480425328462841,11.117461769131582,327.3554426056162,13.63981010856734,35.23769720616176
scen_02,18,13.525130107225687,10.235118898758232,327.3554426056162,13.63981010856734,37.40005911455126
scen_02,19,12.942854218521402,9.144297765259294,327.3554426056162,13.63981010856734,35.72696209234804
