workload_id,time,server
od_00,0,0
od_00,1,2
od_00,2,3
od_00,3,2
od_00,4,2
od_00,5,3
od_00,6,2
od_00,7,0
od_00,8,0
od_00,9,0
od_00,10,2
od_00,11,1
od_00,12,1
od_00,13,3
od_00,14,0
od_00,15,1
od_00,16,1
od_00,17,3
od_00,18,0
od_00,19,3
od_00,20,2
od_00,21,1
od_00,22,3
od_00,23,3
od_01,0,1
od_01,1,0
od_01,2,2
od_01,3,2
od_01,4,0
od_01,5,0
od_01,6,0
od_01,7,0
od_01,8,3
od_01,9,2
od_01,10,0
od_01,11,1
od_01,12,1
od_01,13,0
od_01,14,3
od_01,15,3
od_01,16,0
od_01,17,3
od_01,18,1
od_01,19,0
od_01,20,1
od_01,21,3
od_01,22,1
od_01,23,1
od_02,0,2
od_02,1,0
od_02,2,3
od_02,3,1
od_02,4,1
od_02,5,0
od_02,6,1
od_02,7,1
od_02,8,3
od_02,9,2
od_02,10,1
od_02,11,1
od_02,12,1
od_02,13,1
od_02,14,3
od_02,15,1
od_02,16,0
od_02,17,1
od_02,18,1
od_02,19,2
od_02,20,0
od_02,21,2
od_02,22,3
od_02,23,1
od_03,0,1
od_03,1,0
od_03,2,0
od_03,3,3
od_03,4,0
od_03,5,2
od_03,6,0
od_03,7,3
od_03,8,3
od_03,9,0
od_03,10,0
od_03,11,3
od_03,12,0
od_03,13,0
od_03,14,2
od_03,15,1
od_03,16,2
od_03,17,0
od_03,18,3
od_03,19,0
od_03,20,0
od_03,21,0
od_03,22,0
od_03,23,0
od_04,0,2
od_04,1,0
od_04,2,0
od_04,3,0
od_04,4,0
od_04,5,2
od_04,6,3
od_04,7,3
od_04,8,0
od_04,9,2
od_04,10,3
od_04,11,3
od_04,12,0
od_04,13,0
od_04,14,3
od_04,15,3
od_04,16,3
od_04,17,0
od_04,18,3
od_04,19,0
od_04,20,3
od_04,21,2
od_04,22,1
od_04,23,1
