vm_id,time,min_cpu,avg_cpu,max_cpu,vCPU,source_vm_category,min_core_usage,avg_core_usage,max_core_usage,workload_id,workload_type,selection_score,start_time,end_time
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,0,23.41732284794565,26.207674676005027,33.060269659250785,2,Delay-insensitive,0.468346456958913,0.5241534935201005,0.6612053931850157,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,1,2.091046771452618,23.825558880390822,36.55229953461655,2,Delay-insensitive,0.0418209354290523,0.4765111776078165,0.731045990692331,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,2,4.243528359634713,27.189035405552914,36.97790498649365,2,Delay-insensitive,0.0848705671926942,0.5437807081110583,0.739558099729873,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,3,2.724769337945608,23.401658492051908,32.12655150349175,2,Delay-insensitive,0.0544953867589121,0.4680331698410381,0.6425310300698349,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,4,2.628553513208068,21.94341850424957,33.32273499579111,2,Delay-insensitive,0.0525710702641613,0.4388683700849915,0.6664546999158222,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,5,2.3758513888359767,24.756182461844844,44.29578977991631,2,Delay-insensitive,0.0475170277767195,0.4951236492368969,0.8859157955983262,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,6,2.588591956522849,22.4637649381483,27.750744655318417,2,Delay-insensitive,0.0517718391304569,0.449275298762966,0.5550148931063683,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,7,2.139226370803577,25.549785115124376,34.49067629049836,2,Delay-insensitive,0.0427845274160715,0.5109957023024875,0.6898135258099671,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,8,2.5719923481716966,25.49800798365916,40.75965517658272,2,Delay-insensitive,0.0514398469634339,0.5099601596731832,0.8151931035316544,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,9,3.3281562053388747,27.955826114706024,40.08293580845763,2,Delay-insensitive,0.0665631241067774,0.5591165222941205,0.8016587161691525,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,10,2.510513593488284,28.384025212063232,45.66222235775383,2,Delay-insensitive,0.0502102718697656,0.5676805042412646,0.9132444471550768,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,11,3.413997497230832,29.137648225139674,50.463095854305685,2,Delay-insensitive,0.0682799499446166,0.5827529645027935,1.0092619170861137,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,12,2.462227830875524,29.3039639790203,54.565138260863066,2,Delay-insensitive,0.0492445566175104,0.586079279580406,1.091302765217261,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,13,2.2567330862147545,29.287618422871237,49.01989987637812,2,Delay-insensitive,0.045134661724295,0.5857523684574246,0.9803979975275624,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,14,2.767462772046795,23.19815143137073,35.369939673211725,2,Delay-insensitive,0.0553492554409359,0.4639630286274145,0.7073987934642345,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,15,2.4358847473517464,25.657085210214305,36.49382422025355,2,Delay-insensitive,0.0487176949470349,0.5131417042042861,0.729876484405071,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,16,2.085448062945334,15.56745877173874,28.863988140142748,2,Delay-insensitive,0.0417089612589066,0.3113491754347748,0.577279762802855,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,17,2.0546482946340374,15.345789911411847,34.4385636056203,2,Delay-insensitive,0.0410929658926807,0.306915798228237,0.6887712721124061,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,18,2.240042851185585,12.926159618049368,25.90975252512961,2,Delay-insensitive,0.0448008570237117,0.2585231923609873,0.5181950505025922,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,19,2.472737243468345,14.849540419087548,26.909027971672096,2,Delay-insensitive,0.0494547448693669,0.2969908083817509,0.5381805594334419,bj_00,batch,0.8589049708847212,0,23
kJ+d/Q0CPUqfPTe3cO8YkLjREYVpHXX8H5KxlY6dgdVz+WlK4KvcRpezlw8AcpQW,20,2.873690375334593,17.281080197536387,32.08120416671235,2,Delay-insensitive,0.0574738075066918,0.3456216039507277,0.6416240833342469,bj_00,batch,0.8589049708847212,0,23
