server,time,scenario,load,committed_load,gamma,phi,u,realized_utilization,overbooking_ratio
0,0,scen_01,7.804577801900088,7.804577801900088,0,0,1,0.975572225237511,0.975572225237511
0,1,scen_01,4.590760594006005,4.590760594006005,0,0,1,0.5738450742507506,0.5738450742507506
0,2,scen_01,4.7382430228534655,4.7382430228534655,0,0,1,0.5922803778566832,0.5922803778566832
0,3,scen_01,6.214651815528061,6.214651815528061,0,0,1,0.7768314769410076,0.7768314769410076
0,4,scen_01,7.971677535809871,7.971677535809871,0,0,1,0.9964596919762339,0.9964596919762339
0,5,scen_01,5.5389849541953575,5.5389849541953575,0,0,1,0.6923731192744197,0.6923731192744197
0,6,scen_01,6.592190734891116,6.592190734891116,0,0,1,0.8240238418613895,0.8240238418613895
0,7,scen_01,4.6557358327467675,4.6557358327467675,0,0,1,0.5819669790933459,0.5819669790933459
0,8,scen_01,6.177220867677241,6.17722086767724,0,0,1,0.7721526084596552,0.772152608459655
0,9,scen_01,7.093650782345986,7.093650782345986,0,0,1,0.8867063477932482,0.8867063477932482
0,10,scen_01,5.475857272179998,5.475857272179999,0,0,1,0.6844821590224998,0.6844821590224999
0,11,scen_01,5.83902126595115,5.83902126595115,0,0,1,0.7298776582438937,0.7298776582438937
0,12,scen_01,7.381399656103582,7.381399656103582,0,0,1,0.9226749570129478,0.9226749570129478
0,13,scen_01,7.066002630290721,7.066002630290721,0,0,1,0.8832503287863401,0.8832503287863401
0,14,scen_01,6.884790920964551,6.884790920964551,0,0,1,0.8605988651205688,0.8605988651205688
0,15,scen_01,5.108481264088157,5.108481264088157,0,0,1,0.6385601580110196,0.6385601580110196
0,16,scen_01,4.659051067310955,4.659051067310955,0,0,1,0.5823813834138694,0.5823813834138694
0,17,scen_01,7.44738295832105,7.44738295832105,0,0,1,0.9309228697901313,0.9309228697901313
0,18,scen_01,3.8509327531812776,3.8509327531812776,0,0,1,0.4813665941476597,0.4813665941476597
0,19,scen_01,6.02993197017072,6.02993197017072,0,0,1,0.75374149627134,0.75374149627134
0,20,scen_01,7.668392575005553,7.668392575005552,0,0,1,0.9585490718756942,0.958549071875694
0,21,scen_01,5.6943769178198105,5.6943769178198105,0,0,1,0.7117971147274763,0.7117971147274763
0,22,scen_01,6.6642763254620085,6.6642763254620085,0,0,1,0.8330345406827511,0.8330345406827511
0,23,scen_01,4.66128927569297,4.66128927569297,0,0,1,0.5826611594616212,0.5826611594616212
1,0,scen_01,6.0588977533144135,6.058897753314414,0,0,1,0.7573622191643017,0.7573622191643018
1,1,scen_01,6.051865622379343,6.051865622379343,0,0,1,0.7564832027974179,0.7564832027974179
1,2,scen_01,7.502138918608274,7.502138918608274,0,0,1,0.9377673648260343,0.9377673648260343
1,3,scen_01,7.029976421258824,7.029976421258823,0,0,1,0.878747052657353,0.8787470526573529
1,4,scen_01,6.589876214831164,6.589876214831163,0,0,1,0.8237345268538955,0.8237345268538954
1,5,scen_01,7.132070080469258,7.132070080469257,0,0,1,0.8915087600586572,0.8915087600586571
1,6,scen_01,6.23094735341575,6.23094735341575,0,0,1,0.7788684191769687,0.7788684191769687
1,7,scen_01,6.256853321531247,6.2568533215312465,0,0,1,0.7821066651914059,0.7821066651914058
1,8,scen_01,5.437051954585095,5.437051954585095,0,0,1,0.6796314943231369,0.6796314943231369
1,9,scen_01,6.997849628553508,6.997849628553508,0,0,1,0.8747312035691885,0.8747312035691885
1,10,scen_01,6.063876980081886,6.063876980081887,0,0,1,0.7579846225102358,0.7579846225102359
1,11,scen_01,6.653340146180733,6.653340146180733,0,0,1,0.8316675182725917,0.8316675182725917
1,12,scen_01,6.37688103340566,6.37688103340566,0,0,1,0.7971101291757074,0.7971101291757074
1,13,scen_01,6.504317768034104,6.504317768034103,0,0,1,0.813039721004263,0.8130397210042629
1,14,scen_01,6.145441690772476,6.145441690772476,0,0,1,0.7681802113465594,0.7681802113465594
1,15,scen_01,5.965160135670526,5.965160135670527,0,0,1,0.7456450169588158,0.7456450169588159
1,16,scen_01,5.422325245961481,5.422325245961481,0,0,1,0.6777906557451852,0.6777906557451852
1,17,scen_01,6.287277323055393,6.287277323055392,0,0,1,0.7859096653819241,0.785909665381924
1,18,scen_01,6.835415741035954,6.835415741035954,0,0,1,0.8544269676294942,0.8544269676294942
1,19,scen_01,6.095428662748587,6.095428662748587,0,0,1,0.7619285828435733,0.7619285828435733
1,20,scen_01,5.294265396232735,5.294265396232735,0,0,1,0.6617831745290919,0.6617831745290919
