scenario,time,cluster_load,cluster_committed_load,active_servers,cluster_overbooking_ratio
scen_01,0,33.53283922727971,34.80026221740359,8,0.5437540971469311
scen_01,1,29.343225452044567,30.459642187427896,8,0.4759319091785609
scen_01,2,32.9303611271043,32.9303611271043,8,0.5145368926110047
scen_01,3,32.5652084122771,32.5652084122771,8,0.5088313814418297
scen_01,4,35.2118147149278,35.2118147149278,8,0.5501846049207468
scen_01,5,32.535356616807235,32.535356616807235,8,0.508364947137613
scen_01,6,33.48819691057015,34.81710105549814,8,0.5440172039921585
scen_01,7,33.61970522889274,33.61970522889274,8,0.5253078942014491
scen_01,8,31.85685336054087,31.85685336054087,8,0.4977633337584511
scen_01,9,36.427707678211185,36.427707678211185,8,0.5691829324720498
scen_01,10,32.62573625103881,32.625736251038816,8,0.5097771289224815
scen_01,11,35.55610415314755,36.298406141745815,8,0.5671625959647784
scen_01,12,31.83546073762044,31.83546073762044,8,0.4974290740253194
scen_01,13,33.25544281547469,35.51996661274396,8,0.5549994783241243
scen_01,14,40.751400816395616,40.751400816395616,8,0.6367406377561815
scen_01,15,33.552539715946004,36.56884633098737,8,0.5713882239216777
scen_01,16,37.232877450293486,37.232877450293486,8,0.5817637101608357
scen_01,17,33.866363722451446,35.01684294552431,8,0.5471381710238173
scen_01,18,27.442625968626785,27.442625968626785,8,0.4287910307597935
scen_01,19,31.212688369708324,31.212688369708324,8,0.48769825577669257
scen_01,20,37.77814403872681,37.77814403872681,8,0.5902835006051064
scen_01,21,34.59096055934161,34.59096055934161,8,0.5404837587397127
scen_01,22,37.571563667393264,37.571563667393264,8,0.5870556823030197
scen_01,23,30.623480333857835,30.623480333857835,8,0.47849188021652866
scen_02,0,33.45085364622949,33.45085364622949,8,0.5226695882223358
scen_02,1,26.102606684613274,26.102606684613274,8,0.4078532294470824
scen_02,2,34.9515458944271,34.9515458944271,8,0.5461179046004234
scen_02,3,32.09767280666679,32.0976728066668,8,0.5015261376041688
scen_02,4,41.567724638186476,41.567724638186476,8,0.6494956974716637
scen_02,5,34.66765573219161,34.66765573219161,8,0.5416821208154939
scen_02,6,36.716060600352996,36.71606060035299,8,0.5736884468805155
scen_02,7,30.727914626888126,30.727914626888126,8,0.48012366604512696
scen_02,8,29.42659395172436,29.42659395172436,8,0.45979053049569313
scen_02,9,35.810978730672836,35.810978730672836,8,0.5595465426667631
scen_02,10,29.211011182542183,29.211011182542183,8,0.4564220497272216
scen_02,11,37.722001502823666,37.722001502823666,8,0.5894062734816198
scen_02,12,32.27337367237324,32.27337367237324,8,0.5042714636308319
scen_02,13,34.11816708958546,34.11816708958546,8,0.5330963607747728
scen_02,14,35.67630990754592,37.04938834421178,8,0.578896692878309
scen_02,15,35.104246394128864,35.10424639412887,8,0.5485038499082636
scen_02,16,38.13398609943304,39.01576526586281,8,0.6096213322791064
scen_02,17,32.74524753688169,32.74524753688169,8,0.5116444927637764
scen_02,18,30.10462454509434,30.104624545094342,8,0.4703847585170991
scen_02,19,29.46687914773048,29.46687914773048,8,0.46041998668328876
scen_02,20,40.280026060540976,40.280026060540976,8,0.6293754071959528
scen_02,21,36.300722671866296,36.300722671866296,8,0.5671987917479109
scen_02,22,37.88583573629579,37.88583573629579,8,0.5919661833796217
scen_02,23,32.446425569220615,32.446425569220615,8,0.5069753995190721
scen_03,0,34.56222063599927,34.56222063599927,8,0.5400346974374886
scen_03,1,27.406770463377118,27.406770463377118,8,0.42823078849026747
scen_03,2,33.74747722344889,33.74747722344889,8,0.5273043316163889
scen_03,3,30.53542427573513,30.53542427573513,8,0.47711600430836143
scen_03,4,37.4683988385221,37.468398838522106,8,0.5854437318519079
scen_03,5,30.690861303486923,32.59608954779173,8,0.5093138991842457
scen_03,6,37.83997774176967,37.83997774176967,8,0.5912496522151511
scen_03,7,29.305080155839725,29.305080155839725,8,0.4578918774349957
scen_03,8,32.56590300573036,32.56590300573036,8,0.5088422344645369
scen_03,9,42.769490422958775,42.76949042295878,8,0.668273287858731
scen_03,10,32.31874423986727,32.31874423986727,8,0.5049803787479261
scen_03,11,32.97127879085127,32.97127879085127,8,0.5151762311070511
scen_03,12,29.31658692253842,29.31658692253842,8,0.4580716706646628
scen_03,13,35.737482982174235,35.737482982174235,8,0.5583981715964724
scen_03,14,36.728397438239256,36.72839743823925,8,0.5738812099724883
scen_03,15,37.025819820945976,37.025819820945976,8,0.5785284347022809
scen_03,16,32.14810366986078,32.14810366986078,8,0.5023141198415747
scen_03,17,34.95463563698258,34.95463563698258,8,0.5461661818278528
scen_03,18,28.21491843891829,28.214918438918293,8,0.4408581006080983
scen_03,19,32.01822384390887,32.01822384390887,8,0.5002847475610761
scen_03,20,38.25849039966014,40.102841893576425,8,0.6266069045871316
scen_03,21,35.42610123622024,35.42610123622024,8,0.5535328318159413
scen_03,22,38.26528408338515,39.440837022367006,8,0.6162630784744845
scen_03,23,32.23173992924492,32.23173992924492,8,0.5036209363944518
scen_04,0,31.8563190412684,32.923779789178,8,0.5144340592059062
scen_04,1,25.989488683288624,25.989488683288624,8,0.40608576067638474
scen_04,2,31.504979308084927,31.504979308084923,8,0.49226530168882693
scen_04,3,32.70674313424367,32.70674313424367,8,0.5110428614725574
scen_04,4,31.54346424298661,33.03721074328985,8,0.5162064178639039
scen_04,5,30.426285299416126,30.42628529941613,8,0.475410707803377
scen_04,6,37.22416757707439,37.22416757707439,8,0.5816276183917873
scen_04,7,29.93826915199929,30.67743133758694,8,0.4793348646497959
scen_04,8,31.09892470415558,32.118248656918134,8,0.5018476352643458
scen_04,9,40.11328236352008,41.42547800457685,8,0.6472730938215133
scen_04,10,30.487435936884896,30.487435936884896,8,0.4763661865138265
scen_04,11,36.71826559515068,36.71826559515068,8,0.5737228999242294
scen_04,12,31.365359059185977,31.365359059185973,8,0.49008373529978083
scen_04,13,33.34357394073167,33.34357394073167,8,0.5209933428239324
