scenario,peak_server_load,peak_committed_server_load,peak_server_overbooking_ratio,gamma_count,phi_count,active_server_periods,peak_cluster_load,peak_cluster_committed_load,peak_cluster_overbooking_ratio,peak_server_utilization
scen_01,7.94837633604198,7.948376336041981,0.9935470420052476,0,0,120,34.23055517052929,34.23055517052929,0.8557638792632323,0.9935470420052475
scen_02,7.989411091820413,7.989411091820415,0.9986763864775519,0,0,120,34.59777536424261,34.59777536424261,0.8649443841060652,0.9986763864775516
scen_03,7.953529941572255,7.953529941572255,0.9941912426965319,0,0,120,34.86836081610463,34.86836081610463,0.8717090204026157,0.9941912426965319
scen_04,7.975961394349422,7.975961394349423,0.9969951742936779,0,0,120,34.85245380947315,34.85245380947315,0.8713113452368286,0.9969951742936778
scen_05,7.99426594088677,7.99426594088677,0.9992832426108462,0,0,120,33.94157759029654,33.94157759029654,0.8485394397574135,0.9992832426108462
scen_06,7.974158638006625,7.974158638006625,0.9967698297508282,0,0,120,34.389325449761834,34.389325449761834,0.8597331362440459,0.9967698297508282
scen_07,7.996014350946938,7.996014350946938,0.9995017938683672,0,0,120,33.78383701984587,33.78383701984587,0.8445959254961467,0.9995017938683672
scen_08,7.999722686670401,7.999722686670401,0.9999653358338001,0,0,120,32.73194094684536,32.73194094684536,0.8182985236711341,0.9999653358338001
scen_09,7.956428364845912,7.956428364845911,0.9945535456057388,0,0,120,33.43229905443925,33.43229905443925,0.8358074763609812,0.994553545605739
scen_10,7.988190796329867,7.988190796329868,0.9985238495412335,0,0,120,34.07587038162242,34.07587038162242,0.8518967595405605,0.9985238495412334
