scenario,peak_server_load,peak_committed_server_load,peak_server_overbooking_ratio,gamma_count,phi_count,active_server_periods,peak_cluster_load,peak_cluster_committed_load,peak_cluster_overbooking_ratio,peak_server_utilization
scen_01,7.971006737262498,7.971006737262498,0.9963758421578123,0,0,120,33.100246648009076,33.100246648009076,0.8275061662002269,0.9963758421578123
scen_02,7.993217943023802,7.993217943023802,0.9991522428779752,0,0,120,34.05652019105134,34.05652019105134,0.8514130047762836,0.9991522428779752
scen_03,7.943961924470316,7.943961924470317,0.9929952405587896,0,0,120,33.63274684937455,33.63274684937455,0.8408186712343637,0.9929952405587895
scen_04,7.962616643978257,7.962616643978256,0.995327080497282,0,0,120,33.16101102694249,33.1610110269425,0.8290252756735624,0.9953270804972821
scen_05,7.943010398528119,7.943010398528119,0.9928762998160149,0,0,120,32.909443284871614,32.909443284871614,0.8227360821217904,0.9928762998160149
scen_06,7.85676527740122,7.856765277401221,0.9820956596751527,0,0,120,35.342129031076695,35.3421290310767,0.8835532257769175,0.9820956596751526
scen_07,7.983273584221261,7.98327358422126,0.9979091980276575,0,0,120,34.333539315558724,34.33353931555873,0.8583384828889683,0.9979091980276577
scen_08,7.982739235488273,7.982739235488273,0.9978424044360341,0,0,120,32.525686783267524,32.52568678326752,0.813142169581688,0.9978424044360341
scen_09,7.853122499842358,7.8531224998423586,0.9816403124802948,0,0,120,35.15345195909445,35.15345195909444,0.878836298977361,0.9816403124802947
scen_10,7.943995891759451,7.943995891759451,0.9929994864699314,0,0,120,33.77494967556831,33.77494967556831,0.8443737418892077,0.9929994864699314
