scenario,time,on_demand,spot,batch_total_work,batch_average_per_slot,equivalent_total_demand
scen_01,0,11.189734087271697,0.0,438.183844970691,18.257660207112124,29.44739429438382
scen_01,1,9.063888746643244,0.0,438.183844970691,18.257660207112124,27.321548953755368
scen_01,2,10.870438644498293,0.0,438.183844970691,18.257660207112124,29.128098851610417
scen_01,3,11.870407976577848,0.0,438.183844970691,18.257660207112124,30.128068183689972
scen_01,4,11.840678610066004,0.0,438.183844970691,18.257660207112124,30.098338817178128
scen_01,5,12.921341878187775,0.0,438.183844970691,18.257660207112124,31.1790020852999
scen_01,6,13.14226998465336,0.0,438.183844970691,18.257660207112124,31.399930191765485
scen_01,7,10.936063321081095,0.0,438.183844970691,18.257660207112124,29.193723528193217
scen_01,8,12.120874362799192,0.0,438.183844970691,18.257660207112124,30.378534569911317
scen_01,9,10.305745831670269,0.0,438.183844970691,18.257660207112124,28.563406038782393
scen_01,10,12.588773997183353,0.0,438.183844970691,18.257660207112124,30.846434204295477
scen_01,11,11.789359166516165,0.0,438.183844970691,18.257660207112124,30.047019373628288
scen_01,12,15.75094164485621,0.0,438.183844970691,18.257660207112124,34.008601851968336
scen_01,13,12.544103847704962,0.0,438.183844970691,18.257660207112124,30.801764054817085
scen_01,14,12.592934768110432,0.0,438.183844970691,18.257660207112124,30.850594975222556
scen_01,15,10.787722295143645,0.0,438.183844970691,18.257660207112124,29.04538250225577
scen_01,16,12.293550449359099,0.0,438.183844970691,18.257660207112124,30.551210656471223
scen_01,17,12.295232311709338,0.0,438.183844970691,18.257660207112124,30.552892518821462
scen_01,18,13.590945393703938,0.0,438.183844970691,18.257660207112124,31.848605600816065
scen_01,19,13.492169915195792,0.0,438.183844970691,18.257660207112124,31.749830122307916
scen_01,20,10.75346964535078,0.0,438.183844970691,18.257660207112124,29.011129852462904
scen_01,21,11.49004341939661,0.0,438.183844970691,18.257660207112124,29.747703626508734
scen_01,22,10.941256449083673,0.0,438.183844970691,18.257660207112124,29.1989166561958
scen_01,23,13.620548143718345,0.0,438.183844970691,18.257660207112124,31.87820835083047
scen_02,0,8.170870588078127,0.0,432.85370391988585,18.03557099666191,26.206441584740038
scen_02,1,10.089525937406224,0.0,432.85370391988585,18.03557099666191,28.125096934068132
scen_02,2,13.279910925556248,0.0,432.85370391988585,18.03557099666191,31.315481922218158
scen_02,3,12.205399224814087,0.0,432.85370391988585,18.03557099666191,30.240970221475997
scen_02,4,12.632492055155074,0.0,432.85370391988585,18.03557099666191,30.668063051816986
scen_02,5,12.09259476462416,0.0,432.85370391988585,18.03557099666191,30.12816576128607
scen_02,6,10.658491321845084,0.0,432.85370391988585,18.03557099666191,28.694062318506994
scen_02,7,11.273468263085157,0.0,432.85370391988585,18.03557099666191,29.309039259747067
scen_02,8,11.27047911619472,0.0,432.85370391988585,18.03557099666191,29.30605011285663
scen_02,9,11.58099142595081,0.0,432.85370391988585,18.03557099666191,29.61656242261272
scen_02,10,11.298564040967138,0.0,432.85370391988585,18.03557099666191,29.334135037629046
scen_02,11,12.369695536168575,0.0,432.85370391988585,18.03557099666191,30.405266532830485
scen_02,12,13.792832973687398,0.0,432.85370391988585,18.03557099666191,31.828403970349306
scen_02,13,12.820588818897678,0.0,432.85370391988585,18.03557099666191,30.856159815559586
scen_02,14,10.765861582404304,0.0,432.85370391988585,18.03557099666191,28.801432579066216
scen_02,15,12.190894223402362,0.0,432.85370391988585,18.03557099666191,30.22646522006427
scen_02,16,12.694008162001243,0.0,432.85370391988585,18.03557099666191,30.729579158663153
scen_02,17,14.88749938037919,0.0,432.85370391988585,18.03557099666191,32.9230703770411
scen_02,18,14.5065583813395,0.0,432.85370391988585,18.03557099666191,32.54212937800141
scen_02,19,12.032198620124847,0.0,432.85370391988585,18.03557099666191,30.067769616786755
scen_02,20,10.042915901658253,0.0,432.85370391988585,18.03557099666191,28.078486898320165
scen_02,21,9.64433895972201,0.0,432.85370391988585,18.03557099666191,27.67990995638392
scen_02,22,10.017478454233396,0.0,432.85370391988585,18.03557099666191,28.05304945089531
scen_02,23,10.172867284359452,0.0,432.85370391988585,18.03557099666191,28.208438281021362
scen_03,0,11.662024439083343,0.0,434.46992847748675,18.102913686561948,29.76493812564529
scen_03,1,11.59230798002623,0.0,434.46992847748675,18.102913686561948,29.69522166658818
scen_03,2,11.169781752620084,0.0,434.46992847748675,18.102913686561948,29.27269543918203
scen_03,3,9.282522291141897,0.0,434.46992847748675,18.102913686561948,27.385435977703843
scen_03,4,12.912038089222884,0.0,434.46992847748675,18.102913686561948,31.01495177578483
scen_03,5,12.635523844446418,0.0,434.46992847748675,18.102913686561948,30.738437531008366
scen_03,6,12.538189775353876,0.0,434.46992847748675,18.102913686561948,30.641103461915826
scen_03,7,11.183180295943833,0.0,434.46992847748675,18.102913686561948,29.286093982505783
scen_03,8,12.638916650706634,0.0,434.46992847748675,18.102913686561948,30.74183033726858
scen_03,9,11.733428042356406,0.0,434.46992847748675,18.102913686561948,29.836341728918356
scen_03,10,10.006546402676598,0.0,434.46992847748675,18.102913686561948,28.109460089238546
scen_03,11,12.927019629649621,0.0,434.46992847748675,18.102913686561948,31.02993331621157
scen_03,12,15.444968984583458,0.0,434.46992847748675,18.102913686561948,33.5478826711454
scen_03,13,15.026067690585242,0.0,434.46992847748675,18.102913686561948,33.12898137714719
scen_03,14,12.58466588031395,0.0,434.46992847748675,18.102913686561948,30.687579566875897
scen_03,15,11.446183718635918,0.0,434.46992847748675,18.102913686561948,29.549097405197866
scen_03,16,13.278333202261233,0.0,434.46992847748675,18.102913686561948,31.38124688882318
scen_03,17,11.723130601615052,0.0,434.46992847748675,18.102913686561948,29.826044288177002
scen_03,18,13.183081301196445,0.0,434.46992847748675,18.102913686561948,31.285994987758393
scen_03,19,11.50540965561753,0.0,434.46992847748675,18.102913686561948,29.608323342179478
scen_03,20,9.651864187495939,0.0,434.46992847748675,18.102913686561948,27.754777874057886
scen_03,21,11.055053323034626,0.0,434.46992847748675,18.102913686561948,29.157967009596575
scen_03,22,11.075268846113723,0.0,434.46992847748675,18.102913686561948,29.17818253267567
scen_03,23,12.025661770249142,0.0,434.46992847748675,18.102913686561948,30.12857545681109
scen_04,0,11.452886484861871,0.0,423.3244229938925,17.63851762474552,29.091404109607392
scen_04,1,10.539888380094622,0.0,423.3244229938925,17.63851762474552,28.17840600484014
scen_04,2,11.996803579356554,0.0,423.3244229938925,17.63851762474552,29.635321204102077
scen_04,3,10.260860292707335,0.0,423.3244229938925,17.63851762474552,27.899377917452856
scen_04,4,11.052977514926953,0.0,423.3244229938925,17.63851762474552,28.691495139672476
scen_04,5,12.90846062114149,0.0,423.3244229938925,17.63851762474552,30.54697824588701
scen_04,6,10.977840064383132,0.0,423.3244229938925,17.63851762474552,28.616357689128655
scen_04,7,10.963032496940832,0.0,423.3244229938925,17.63851762474552,28.60155012168635
scen_04,8,12.848139316269043,0.0,423.3244229938925,17.63851762474552,30.486656941014566
scen_04,9,10.554339874094543,0.0,423.3244229938925,17.63851762474552,28.192857498840063
scen_04,10,13.801225060757442,0.0,423.3244229938925,17.63851762474552,31.439742685502964
scen_04,11,13.137813126893679,0.0,423.3244229938925,17.63851762474552,30.7763307516392
scen_04,12,14.761299363488659,0.0,423.3244229938925,17.63851762474552,32.39981698823418
scen_04,13,12.644582281140412,0.0,423.3244229938925,17.63851762474552,30.283099905885933
scen_04,14,12.937911835161742,0.0,423.3244229938925,17.63851762474552,30.576429459907263
scen_04,15,12.142958796324354,0.0,423.3244229938925,17.63851762474552,29.781476421069875
scen_04,16,14.32516527549881,0.0,423.3244229938925,17.63851762474552,31.96368290024433
scen_04,17,15.131782412753736,0.0,423.3244229938925,17.63851762474552,32.770300037499254
scen_04,18,13.277891304312547,0.0,423.3244229938925,17.63851762474552,30.91640892905807
scen_04,19,13.033416237509568,0.0,423.3244229938925,17.63851762474552,30.671933862255088
scen_04,20,10.942894048651674,0.0,423.3244229938925,17.63851762474552,28.581411673397195
scen_04,21,10.069197212883365,0.0,423.3244229938925,17.63851762474552,27.707714837628885
scen_04,22,11.934393961367824,0.0,423.3244229938925,17.63851762474552,29.572911586113346
scen_04,23,11.86802483629834,0.0,423.3244229938925,17.63851762474552,29.50654246104386
scen_05,0,12.229368323967307,0.0,433.4518794995648,18.060494979148533,30.28986330311584
scen_05,1,11.025445516836749,0.0,433.4518794995648,18.060494979148533,29.085940495985284
scen_05,2,10.237452848752234,0.0,433.4518794995648,18.060494979148533,28.297947827900767
scen_05,3,10.395697809094353,0.0,433.4518794995648,18.060494979148533,28.456192788242888
scen_05,4,12.592379459593799,0.0,433.4518794995648,18.060494979148533,30.65287443874233
scen_05,5,12.643931914702137,0.0,433.4518794995648,18.060494979148533,30.70442689385067
scen_05,6,10.699237410800336,0.0,433.4518794995648,18.060494979148533,28.75973238994887
scen_05,7,11.164610714960476,0.0,433.4518794995648,18.060494979148533,29.22510569410901
scen_05,8,11.48881589919061,0.0,433.4518794995648,18.060494979148533,29.549310878339142
