server,time,scenario,load,committed_load,gamma,phi,u,realized_utilization,overbooking_ratio
0,0,scen_01,4.855571964487545,4.855571964487546,0,0,1,0.6069464955609432,0.6069464955609433
0,1,scen_01,4.016804767365607,4.016804767365606,0,0,1,0.5021005959207009,0.5021005959207008
0,2,scen_01,6.517460595048646,6.517460595048646,0,0,1,0.8146825743810807,0.8146825743810807
0,3,scen_01,4.879718523436027,4.879718523436027,0,0,1,0.6099648154295034,0.6099648154295034
0,4,scen_01,4.569637739280298,4.569637739280298,0,0,1,0.5712047174100372,0.5712047174100372
0,5,scen_01,6.215386113015711,6.215386113015711,0,0,1,0.7769232641269639,0.7769232641269639
0,6,scen_01,4.717661721885898,4.717661721885898,0,0,1,0.5897077152357373,0.5897077152357373
0,7,scen_01,4.417419165685898,4.4174191656858985,0,0,1,0.5521773957107372,0.5521773957107373
0,8,scen_01,4.541621426383279,4.541621426383279,0,0,1,0.5677026782979099,0.5677026782979099
0,9,scen_01,5.512590319534661,5.512590319534661,0,0,1,0.6890737899418327,0.6890737899418327
0,10,scen_01,5.776815656537532,5.776815656537531,0,0,1,0.7221019570671915,0.7221019570671914
0,11,scen_01,6.374757990017579,6.374757990017579,0,0,1,0.7968447487521974,0.7968447487521974
0,12,scen_01,6.973518280083059,6.973518280083059,0,0,1,0.8716897850103824,0.8716897850103824
0,13,scen_01,5.736333109267512,5.736333109267512,0,0,1,0.717041638658439,0.717041638658439
0,14,scen_01,7.732668772961498,9.733939266961055,0,0,1,0.9665835966201872,1.216742408370132
0,15,scen_01,5.350603991737359,5.35060399173736,0,0,1,0.6688254989671699,0.66882549896717
0,16,scen_01,6.833115178481047,9.115150860656854,0,0,1,0.8541393973101309,1.1393938575821068
0,17,scen_01,6.239573230537214,6.239573230537214,0,0,1,0.7799466538171518,0.7799466538171518
0,18,scen_01,4.508494532958606,4.508494532958606,0,0,1,0.5635618166198257,0.5635618166198257
0,19,scen_01,5.196470967523425,8.115997489499025,0,0,1,0.6495588709404281,1.014499686187378
0,20,scen_01,6.3330651912016425,6.3330651912016425,0,0,1,0.7916331489002053,0.7916331489002053
0,21,scen_01,4.419311415445568,4.419311415445568,0,0,1,0.552413926930696,0.552413926930696
0,22,scen_01,5.15257708584566,5.152577085845661,0,0,1,0.6440721357307075,0.6440721357307077
0,23,scen_01,5.307247599528941,5.307247599528941,0,0,1,0.6634059499411177,0.6634059499411177
1,0,scen_01,5.742474416348845,5.742474416348845,0,0,1,0.7178093020436056,0.7178093020436056
1,1,scen_01,3.9478406271085067,3.9478406271085067,0,0,1,0.49348007838856334,0.49348007838856334
1,2,scen_01,4.213361033984174,4.2133610339841745,0,0,1,0.5266701292480217,0.5266701292480218
1,3,scen_01,4.127169502361776,4.127169502361776,0,0,1,0.515896187795222,0.515896187795222
1,4,scen_01,4.653620829451257,4.653620829451258,0,0,1,0.5817026036814071,0.5817026036814072
1,5,scen_01,4.294032212333536,4.294032212333536,0,0,1,0.536754026541692,0.536754026541692
1,6,scen_01,3.00669724212626,3.00669724212626,0,0,1,0.3758371552657825,0.3758371552657825
1,7,scen_01,3.603983655813534,3.6039836558135336,0,0,1,0.45049795697669176,0.4504979569766917
1,8,scen_01,7.023382240172075,9.165315779283992,0,0,1,0.8779227800215094,1.145664472410499
1,9,scen_01,7.977280668211789,7.977280668211789,0,0,1,0.9971600835264737,0.9971600835264737
1,10,scen_01,7.117168120582901,7.117168120582901,0,0,1,0.8896460150728627,0.8896460150728627
1,11,scen_01,3.291671590397251,3.2916715903972507,0,0,1,0.4114589487996564,0.41145894879965633
1,12,scen_01,7.23340068170409,8.506722543322962,0,0,1,0.9041750852130113,1.0633403179153702
1,13,scen_01,7.400157908976411,7.400157908976411,0,0,1,0.9250197386220513,0.9250197386220513
1,14,scen_01,7.797212305975528,7.797212305975528,0,0,1,0.974651538246941,0.974651538246941
1,15,scen_01,6.374375194339484,6.374375194339484,0,0,1,0.7967968992924355,0.7967968992924355
1,16,scen_01,5.914418009138805,5.914418009138805,0,0,1,0.7393022511423506,0.7393022511423506
1,17,scen_01,5.0462328074560565,5.046232807456056,0,0,1,0.6307791009320071,0.630779100932007
1,18,scen_01,7.11908427572828,8.451418079505848,0,0,1,0.889885534466035,1.056427259938231
1,19,scen_01,6.927206196055692,6.927206196055692,0,0,1,0.8659007745069615,0.8659007745069615
1,20,scen_01,5.645157181326961,5.64515718132696,0,0,1,0.7056446476658701,0.70564464766587
1,21,scen_01,6.4962261325044315,6.496226132504432,0,0,1,0.8120282665630539,0.812028266563054
1,22,scen_01,5.85855590393392,5.858555903933921,0,0,1,0.73231948799174,0.7323194879917401
1,23,scen_01,5.876236757869266,5.876236757869266,0,0,1,0.7345295947336582,0.7345295947336582
2,0,scen_01,5.579160211789487,5.579160211789487,0,0,1,0.6973950264736859,0.6973950264736859
2,1,scen_01,4.097476169870547,4.097476169870547,0,0,1,0.5121845212338184,0.5121845212338184
2,2,scen_01,3.659638515244227,3.6596385152442266,0,0,1,0.4574548144055284,0.4574548144055283
2,3,scen_01,4.949356081847438,4.949356081847438,0,0,1,0.6186695102309298,0.6186695102309298
2,4,scen_01,3.622364992887829,3.622364992887829,0,0,1,0.4527956241109786,0.4527956241109786
2,5,scen_01,3.6276842637088356,3.6276842637088356,0,0,1,0.45346053296360445,0.45346053296360445
2,6,scen_01,4.040703967213249,4.040703967213249,0,0,1,0.5050879959016561,0.5050879959016561
2,7,scen_01,3.8947662993015064,3.894766299301507,0,0,1,0.4868457874126883,0.48684578741268836
2,8,scen_01,3.800221232566557,3.8002212325665568,0,0,1,0.47502765407081965,0.4750276540708196
2,9,scen_01,5.283669903332575,5.283669903332575,0,0,1,0.6604587379165718,0.6604587379165718
2,10,scen_01,3.430139748305372,3.430139748305372,0,0,1,0.4287674685381715,0.4287674685381715
2,11,scen_01,6.190936432297425,6.190936432297425,0,0,1,0.7738670540371781,0.7738670540371781
2,12,scen_01,6.225145426094323,6.225145426094323,0,0,1,0.7781431782617904,0.7781431782617904
2,13,scen_01,7.058563089779312,7.058563089779312,0,0,1,0.882320386222414,0.882320386222414
2,14,scen_01,7.098067398531978,7.0980673985319775,0,0,1,0.8872584248164973,0.8872584248164972
2,15,scen_01,6.502626250149028,6.502626250149028,0,0,1,0.8128282812686285,0.8128282812686285
2,16,scen_01,6.847788222975388,6.847788222975387,0,0,1,0.8559735278719235,0.8559735278719234
2,17,scen_01,6.339933008165476,6.339933008165476,0,0,1,0.7924916260206845,0.7924916260206845
2,18,scen_01,6.71509374921291,6.71509374921291,0,0,1,0.8393867186516137,0.8393867186516137
2,19,scen_01,6.152692049206723,6.152692049206723,0,0,1,0.7690865061508404,0.7690865061508404
2,20,scen_01,7.244560730183325,7.244560730183325,0,0,1,0.9055700912729157,0.9055700912729157
2,21,scen_01,7.891009609182855,7.891009609182854,0,0,1,0.9863762011478568,0.9863762011478567
2,22,scen_01,4.342497069933845,4.342497069933845,0,0,1,0.5428121337417307,0.5428121337417307
2,23,scen_01,6.187664616138379,6.187664616138379,0,0,1,0.7734580770172974,0.7734580770172974
3,0,scen_01,4.2976810042190845,4.2976810042190845,0,0,1,0.5372101255273856,0.5372101255273856
3,1,scen_01,4.447922982682743,4.447922982682743,0,0,1,0.5559903728353429,0.5559903728353429
3,2,scen_01,5.780822730969865,5.780822730969865,0,0,1,0.7226028413712331,0.7226028413712331
3,3,scen_01,5.484179447119867,5.484179447119866,0,0,1,0.6855224308899833,0.6855224308899832
3,4,scen_01,6.9158374608675715,6.9158374608675715,0,0,1,0.8644796826084464,0.8644796826084464
3,5,scen_01,6.647513262158018,6.647513262158017,0,0,1,0.8309391577697522,0.8309391577697521
3,6,scen_01,6.889916965100202,6.889916965100202,0,0,1,0.8612396206375252,0.8612396206375252
3,7,scen_01,6.93359959184515,6.93359959184515,0,0,1,0.8666999489806437,0.8666999489806437
3,8,scen_01,6.171239305929193,6.171239305929193,0,0,1,0.7714049132411491,0.7714049132411491
3,9,scen_01,6.71625371798519,6.7162537179851896,0,0,1,0.8395317147481488,0.8395317147481487
3,10,scen_01,7.438907968621407,7.4389079686214075,0,0,1,0.9298634960776758,0.9298634960776759
3,11,scen_01,7.708037236085937,7.708037236085936,0,0,1,0.9635046545107421,0.963504654510742
3,12,scen_01,6.687911771961264,6.687911771961264,0,0,1,0.835988971495158,0.835988971495158
3,13,scen_01,7.223354987329535,7.223354987329535,0,0,1,0.9029193734161919,0.9029193734161919
3,14,scen_01,6.950596034751149,6.950596034751149,0,0,1,0.8688245043438936,0.8688245043438936
