server,time,scenario,load,committed_load,gamma,phi,u,realized_utilization,overbooking_ratio
0,0,scen_01,7.760633798259371,7.760633798259371,0,0,1,0.9700792247824214,0.9700792247824214
0,1,scen_01,3.777770431046272,3.7777704310462723,0,0,1,0.472221303880784,0.47222130388078404
0,2,scen_01,4.59294500307006,4.59294500307006,0,0,1,0.5741181253837575,0.5741181253837575
0,3,scen_01,7.828552472032316,7.828552472032316,0,0,1,0.9785690590040395,0.9785690590040395
0,4,scen_01,3.0121457824154705,3.0121457824154705,0,0,1,0.3765182228019338,0.3765182228019338
0,5,scen_01,6.364108189805718,6.364108189805718,0,0,1,0.7955135237257147,0.7955135237257147
0,6,scen_01,6.803277970268262,6.80327797026826,0,0,1,0.8504097462835327,0.8504097462835325
0,7,scen_01,6.659395918145922,6.659395918145924,0,0,1,0.8324244897682402,0.8324244897682405
0,8,scen_01,5.870815648988042,5.870815648988042,0,0,1,0.7338519561235053,0.7338519561235053
0,9,scen_01,4.383334904473692,4.383334904473691,0,0,1,0.5479168630592115,0.5479168630592114
0,10,scen_01,7.0363207019393235,7.0363207019393235,0,0,1,0.8795400877424154,0.8795400877424154
0,11,scen_01,7.421839973745666,7.421839973745667,0,0,1,0.9277299967182082,0.9277299967182083
0,12,scen_01,7.003760587225628,7.003760587225628,0,0,1,0.8754700734032035,0.8754700734032035
0,13,scen_01,7.106151979171377,7.106151979171377,0,0,1,0.8882689973964222,0.8882689973964222
0,14,scen_01,6.7674032995451086,6.7674032995451086,0,0,1,0.8459254124431386,0.8459254124431386
0,15,scen_01,5.436346289488359,5.436346289488358,0,0,1,0.6795432861860449,0.6795432861860448
0,16,scen_01,6.630181033519312,6.630181033519312,0,0,1,0.828772629189914,0.828772629189914
0,17,scen_01,5.530412288459578,5.530412288459577,0,0,1,0.6913015360574473,0.6913015360574472
0,18,scen_01,6.177139960246103,6.177139960246103,0,0,1,0.7721424950307628,0.7721424950307628
0,19,scen_01,6.179425541624261,6.179425541624261,0,0,1,0.7724281927030326,0.7724281927030326
0,20,scen_01,6.007503473975502,6.007503473975502,0,0,1,0.7509379342469378,0.7509379342469378
0,21,scen_01,6.660625777180334,6.660625777180334,0,0,1,0.8325782221475417,0.8325782221475417
0,22,scen_01,7.0789974475805675,7.078997447580568,0,0,1,0.8848746809475709,0.884874680947571
0,23,scen_01,5.644306354837926,5.644306354837926,0,0,1,0.7055382943547408,0.7055382943547408
1,0,scen_01,4.403411272507027,4.403411272507027,0,0,1,0.5504264090633784,0.5504264090633784
1,1,scen_01,2.6671395425239575,2.6671395425239575,0,0,1,0.3333924428154947,0.3333924428154947
1,2,scen_01,6.116103720718865,6.116103720718865,0,0,1,0.7645129650898581,0.7645129650898581
