scenario,peak_server_load,peak_committed_server_load,peak_server_overbooking_ratio,gamma_count,phi_count,active_server_periods,peak_cluster_load,peak_cluster_committed_load,peak_cluster_overbooking_ratio,peak_server_utilization
scen_01,7.912496408937361,8.708156698247874,1.0885195872809843,0,0,96,29.902858532054296,29.902858532054292,0.9344643291266966,0.9890620511171702
scen_02,7.993237299036206,9.1868454987005,1.1483556873375624,0,0,96,28.79041273500188,29.58427594209421,0.924508623190444,0.9991546623795258
scen_03,7.960514722913603,8.19520374307128,1.02440046788391,0,0,96,30.482790701599235,30.482790701599235,0.9525872094249761,0.9950643403642003
scen_04,7.963940005730411,9.05266887604975,1.1315836095062188,0,0,96,29.125921196389264,29.125921196389264,0.9101850373871645,0.9954925007163014
scen_05,7.986250174986915,8.963317424065687,1.120414678008211,0,0,96,29.156642240237403,30.11826868057942,0.9411958962681068,0.9982812718733644
scen_06,7.769264509180015,8.783736204860238,1.0979670256075298,0,0,96,27.52315732333026,28.67255262041747,0.8960172693880459,0.9711580636475019
scen_07,7.945611288139722,9.1277496353987,1.1409687044248376,3,3,96,29.550804556049915,30.066636650090118,0.9395823953153162,0.9932014110174653
scen_08,7.926283879343023,7.926283879343022,0.9907854849178778,0,0,96,30.66413393683274,30.66413393683274,0.9582541855260232,0.9907854849178779
scen_09,7.996546466453956,9.12733423301093,1.1409167791263664,0,0,96,29.664820500478303,30.87142742313006,0.9647321069728144,0.9995683083067445
scen_10,7.990660644391044,7.990660644391044,0.9988325805488805,0,0,96,29.84881324453786,29.84881324453786,0.9327754138918081,0.9988325805488805
