batch_job_id,parent_workload_id,source_time,vm_id,vCPU,min_core_usage,avg_core_usage,max_core_usage
bj_00_t00,bj_00,0,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.7193263322861178,0.9716484771925444,1.5196082983960233
bj_00_t01,bj_00,1,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8782233995009814,0.9761968625015796,1.5164021770808571
bj_00_t02,bj_00,2,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8804868257968457,0.9736582337677788,1.4815737565323723
bj_00_t03,bj_00,3,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8478158657008901,0.9770364378553212,1.488610367780318
bj_00_t04,bj_00,4,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8596287742136106,0.9732121754152429,1.4738650159447917
bj_00_t05,bj_00,5,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8755677869344549,0.9712057267037238,1.50308459183793
bj_00_t06,bj_00,6,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8543057243153471,0.9760454683938354,1.4804727461721807
bj_00_t07,bj_00,7,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8540490541028718,0.9746671675407684,1.5062413633678344
bj_00_t08,bj_00,8,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8735781548753243,0.9726084119946126,1.5036316517642765
bj_00_t09,bj_00,9,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.881058577016752,0.974968424975412,1.4900045943712918
bj_00_t10,bj_00,10,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8794809474740785,0.9721227347323604,1.4914737714494464
bj_00_t11,bj_00,11,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8420734396684737,0.972346855973538,1.469359085385722
bj_00_t12,bj_00,12,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8845909179003729,0.974696562295194,1.4874447018879078
bj_00_t13,bj_00,13,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8534564046780606,0.973486071388615,1.4781389742761224
bj_00_t14,bj_00,14,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8742704646055155,0.9729108942267328,1.508353292129892
bj_00_t15,bj_00,15,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8967275690628024,0.9728331339270232,1.5015673878741618
bj_00_t16,bj_00,16,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8844133350367208,0.9737323725031256,1.5036399249258887
bj_00_t17,bj_00,17,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8694196165853114,0.9804153845730892,1.507996219427962
bj_00_t18,bj_00,18,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8537090024994256,0.9747150754604124,1.488649072413177
bj_00_t19,bj_00,19,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8662456065485559,0.9755109012176032,1.5039311318837456
bj_00_t20,bj_00,20,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.883486431016697,0.9761884791029992,1.508521287515873
bj_00_t21,bj_00,21,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8856055574523073,0.9766239458544886,1.4977538792699376
bj_00_t22,bj_00,22,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8761289919761311,0.9755790289681714,1.489723424297857
bj_00_t23,bj_00,23,zVvXOf/RCkusl6YfQutgdW4mFv9E9zMR3TBU4DxqnaxC4WsUFqzEYWyA2DATz67V,2,0.8697832832924064,0.9758293115332448,1.4995899130099049
bj_01_t23,bj_01,23,YH+v47Ozt31VYC5f0veQiXmhGGpYKe+7PC0MriPP5qjNet7tFvCJfi4FMoYg/ASU,2,0.2554569998923725,1.488692974293478,1.9721735486523797
bj_02_t00,bj_02,0,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1722081283557485,1.5970817791858294,1.962196912170088
bj_02_t01,bj_02,1,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1693271547511731,1.590975168621283,1.960523314601893
bj_02_t02,bj_02,2,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1260911240520727,1.4205814921210336,1.9641423382667744
bj_02_t03,bj_02,3,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1571710961065213,1.632782934644173,1.9617487787597456
bj_02_t04,bj_02,4,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1566667203283902,1.6758389432097385,1.9630221242722852
bj_02_t05,bj_02,5,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.117382899638504,1.4143318075273268,1.9671402209321969
bj_02_t06,bj_02,6,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1202459076392125,1.0330206037202152,1.9638245977850357
bj_02_t07,bj_02,7,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1083547709890203,1.148202000856671,1.9690938159400115
bj_02_t08,bj_02,8,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.0471395457496598,1.1935845080045544,1.96666774420594
bj_02_t09,bj_02,9,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.0394335732098982,1.225245825179266,1.969992238838831
bj_02_t10,bj_02,10,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1108013083688129,0.9847045747783576,1.9706640534421525
bj_02_t11,bj_02,11,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1137580576641252,1.3559914657475516,1.971499761193037
bj_02_t12,bj_02,12,hyAJgs/tHBuzxp5W9lkAsAhdk1+pguALr3msoDDw68T0oeBZYcneYVoBoU0W8X6g,2,0.1837742301287036,1.5098480580038662,1.974258246958999
