scenario,time,cluster_load,cluster_committed_load,active_servers,cluster_overbooking_ratio
scen_01,0,28.23085768494378,28.230857684943775,4,0.882214302654493
scen_01,1,27.05652558220876,27.05652558220876,4,0.8455164244440238
scen_01,2,26.59123349488578,27.184908983111622,4,0.8495284057222382
scen_01,3,30.02438191670868,30.02438191670868,4,0.9382619348971463
scen_01,4,25.83423103085118,25.83423103085118,4,0.8073197197140993
scen_01,5,27.919504160510396,27.919504160510392,4,0.8724845050159498
scen_01,6,24.51280847788122,25.1954002558159,4,0.7873562579942469
scen_01,7,24.063952586877488,25.74680767202571,4,0.8045877397508034
scen_01,8,26.71055411328001,26.71055411328001,4,0.8347048160400004
scen_01,9,26.652311806252172,26.65231180625217,4,0.8328847439453803
scen_01,10,27.14343360799132,27.822929376457846,4,0.8694665430143077
scen_01,11,26.46596418583558,26.46596418583558,4,0.8270613808073619
scen_01,12,28.404171746898527,30.322202478442914,4,0.9475688274513411
scen_01,13,27.79591943449808,29.521162148571435,4,0.9225363171428573
scen_01,14,29.057787991903655,31.718129320912652,4,0.9911915412785204
scen_01,15,29.458968602415727,29.458968602415723,4,0.9205927688254913
scen_01,16,26.226119729431772,26.556496695907093,4,0.8298905217470967
scen_01,17,27.062210344278302,28.95819628023446,4,0.9049436337573269
scen_01,18,27.621660909851443,28.776251370118594,4,0.8992578553162061
scen_01,19,23.30861542030611,23.30861542030611,4,0.728394231884566
scen_01,20,26.36372489678557,26.36372489678557,4,0.823866403024549
scen_01,21,25.192382072417043,26.719483558913666,4,0.8349838612160521
scen_01,22,29.75160740876965,29.772212917483323,4,0.9303816536713538
scen_01,23,24.702561291430282,25.319922983248816,4,0.7912475932265255
scen_02,0,24.498905745567328,24.498905745567328,4,0.765590804548979
scen_02,1,28.172357073152224,28.172357073152227,4,0.8803861585360071
scen_02,2,26.22530400143597,26.22530400143597,4,0.819540750044874
scen_02,3,24.703274893129407,24.703274893129407,4,0.771977340410294
scen_02,4,29.20433497151351,29.20433497151351,4,0.9126354678597972
scen_02,5,26.99325807400322,26.99325807400322,4,0.8435393148126006
