batch_job_id,parent_workload_id,source_time,server,time
bj_00_t00,bj_00,0,3,3
bj_00_t01,bj_00,1,0,9
bj_00_t02,bj_00,2,0,9
bj_00_t03,bj_00,3,1,3
bj_00_t04,bj_00,4,3,13
bj_00_t05,bj_00,5,3,7
bj_00_t06,bj_00,6,0,22
bj_00_t07,bj_00,7,0,12
bj_00_t08,bj_00,8,0,10
bj_00_t09,bj_00,9,3,8
bj_00_t10,bj_00,10,0,7
bj_00_t11,bj_00,11,0,22
bj_00_t12,bj_00,12,0,5
bj_00_t13,bj_00,13,1,23
bj_00_t14,bj_00,14,3,4
bj_00_t15,bj_00,15,1,8
bj_00_t16,bj_00,16,3,22
bj_00_t17,bj_00,17,3,7
bj_00_t18,bj_00,18,0,1
bj_00_t19,bj_00,19,1,0
bj_00_t20,bj_00,20,0,2
bj_00_t21,bj_00,21,1,10
bj_00_t22,bj_00,22,3,20
bj_00_t23,bj_00,23,3,4
bj_01_t23,bj_01,23,1,2
bj_02_t00,bj_02,0,0,3
bj_02_t01,bj_02,1,3,11
bj_02_t02,bj_02,2,3,18
bj_02_t03,bj_02,3,0,8
bj_02_t04,bj_02,4,0,15
bj_02_t05,bj_02,5,0,4
bj_02_t06,bj_02,6,3,1
bj_02_t07,bj_02,7,2,12
bj_02_t08,bj_02,8,0,9
bj_02_t09,bj_02,9,0,6
bj_02_t10,bj_02,10,3,10
bj_02_t11,bj_02,11,3,0
bj_02_t12,bj_02,12,3,2
bj_02_t13,bj_02,13,3,5
bj_02_t14,bj_02,14,3,8
bj_02_t15,bj_02,15,0,8
bj_02_t16,bj_02,16,3,22
bj_02_t17,bj_02,17,0,5
bj_02_t18,bj_02,18,2,7
bj_02_t19,bj_02,19,3,19
bj_02_t20,bj_02,20,3,23
bj_02_t21,bj_02,21,1,18
bj_02_t22,bj_02,22,3,15
bj_02_t23,bj_02,23,1,22
bj_03_t00,bj_03,0,0,1
bj_03_t01,bj_03,1,0,0
bj_03_t02,bj_03,2,1,9
bj_03_t03,bj_03,3,3,14
bj_03_t04,bj_03,4,3,3
bj_03_t05,bj_03,5,0,12
bj_03_t06,bj_03,6,0,7
bj_03_t07,bj_03,7,0,11
bj_03_t08,bj_03,8,0,23
bj_03_t09,bj_03,9,3,2
bj_03_t10,bj_03,10,2,16
bj_03_t11,bj_03,11,1,19
bj_03_t12,bj_03,12,0,18
bj_03_t13,bj_03,13,3,5
bj_03_t14,bj_03,14,3,4
bj_03_t15,bj_03,15,0,0
bj_03_t16,bj_03,16,3,1
bj_03_t17,bj_03,17,1,17
bj_03_t18,bj_03,18,3,23
bj_03_t19,bj_03,19,0,6
bj_03_t20,bj_03,20,0,3
bj_03_t21,bj_03,21,1,6
bj_03_t22,bj_03,22,0,21
bj_03_t23,bj_03,23,3,16
bj_04_t10,bj_04,10,3,9
bj_04_t11,bj_04,11,0,11
