scenario,peak_server_load,peak_committed_server_load,peak_server_overbooking_ratio,gamma_count,phi_count,active_server_periods,peak_cluster_load,peak_cluster_committed_load,peak_cluster_overbooking_ratio,peak_server_utilization
scen_01,7.979142908319999,8.835227846655576,1.104403480831947,0,0,96,30.02438191670868,31.718129320912652,0.9911915412785204,0.9973928635399999
scen_02,7.980167659040749,10.972062048801602,1.3715077561002003,0,0,96,29.20433497151351,30.78231697018521,0.9619474053182878,0.9975209573800936
scen_03,7.990584092279645,8.927884990771293,1.1159856238464116,0,0,96,29.961812532544712,32.03035455078272,1.00094857971196,0.9988230115349557
scen_04,7.990990093623797,10.445451379975605,1.3056814224969506,0,0,96,29.325774463683473,32.848116809027516,1.0265036502821099,0.9988737617029746
scen_05,7.873161581510404,10.461227164981501,1.3076533956226877,0,0,96,30.06991220843158,33.693526662740126,1.052922708210629,0.9841451976888005
scen_06,7.985309055113495,9.293057185976418,1.1616321482470522,0,0,96,29.390172528535857,31.33369783074462,0.9791780572107693,0.9981636318891869
scen_07,7.9899792763869915,9.089176031914366,1.1361470039892958,0,0,96,30.332492351477264,30.498867874421865,0.9530896210756833,0.9987474095483739
scen_08,7.993623569516174,8.927905648167176,1.115988206020897,0,0,96,29.856332295609537,29.856332295609537,0.933010384237798,0.9992029461895218
scen_09,7.9942777412160675,9.262105393372003,1.1577631741715004,0,0,96,29.469159958633,31.231853727173153,0.975995428974161,0.9992847176520084
scen_10,7.9655592912812345,10.835205375641404,1.3544006719551756,0,0,96,29.204319248047472,30.854059537766656,0.964189360555208,0.9956949114101543
