vm_id,hours,start_time,end_time,vm_category,vCPU,avg_cpu_mean,avg_mean,avg_peak,max_peak,selection_score,workload_type,workload_id
3K7yATOJ6wis5fC6ea67tg9en1hO93rMJr1vs1oS4i/kp5QTfp9zbYaLQSM4yNPY,24,0,23,Interactive,2,51.636656238054776,1.0327331247610956,1.255291100926386,1.8368761262757187,1.7145101324953158,on_demand,od_00
3xtC2c8q+GEUYldr5j1ckd5jR1KRpCDjB8loCD1Ny2ucj/kMDcLjsA7HbIzzmy5J,24,0,23,Interactive,2,51.536868225938655,1.0307373645187732,1.4745868031550973,1.89944912475333,1.9494490843434298,on_demand,od_01
8652eF6yN1G/CxNGuXLoCxsOjvdkG750Jv6Rl6FQPJAQcgTry3Uiczwm3sW13sdF,24,0,23,Interactive,4,46.35716938739779,1.8542867754959114,2.0019880483600594,2.9698404407710086,2.7444481585528115,on_demand,od_02
8HzRxww2UIEne+7cO5ZolxN5qpqz/bUjPi6u1bVBC9+SrBnR06eGfGadABUw2wA6,24,0,23,Interactive,2,84.32600781602547,1.6865201563205092,1.93664744251544,1.987019604284282,2.4334023435865104,on_demand,od_03
91ICasUcqZnUJIk8xVk0VhhhTqvQ2Oz+bCI/hCR2bwaRGYFfr0fmLKxz0VNIWppd,24,0,23,Interactive,2,77.87525729588587,1.5575051459177176,1.9676779335175296,1.991079186231036,2.4654477300752884,on_demand,od_04
AD5Rydz+ryMAUwgMVVfEMvWJP8mvDSvfXmm5AGUXBTvqFX0F7h8m75ZIpMo2nNGb,24,0,23,Interactive,4,23.392846675720993,0.9357138670288396,1.34301419142262,2.1105541639933785,1.8706527324209645,on_demand,od_05
B4+G/v++uV6E/9LbCIk0ow5gF6H23ULzf8U0UlqB2QxPNlWsaQiXW6mw23KsUH/3,24,0,23,Interactive,8,27.848981421993894,2.2279185137595117,4.058537731323449,6.675774835073202,5.72748144009175,on_demand,od_06
DVEJtSojam7xgSeNpjeVTiPJuigVrnsoATuX1hxJfbgUdhyoGu9f0aaKQyT2PPDM,24,0,23,Interactive,2,26.517277605374286,0.5303455521074857,0.6027356464823233,1.437895977138536,0.9622096407669573,on_demand,od_07
FVuELEKyd49lmZjQvji3TA6DE/00QoM9JtVoy67ampLYnmXU3W6qIYhewu9HCrMS,24,0,23,Interactive,2,49.60867818665513,0.9921735637331025,1.2158005708589952,1.8757616156244952,1.684740974765119,on_demand,od_08
IntnoVNT3/zYtLFmU73fihk3aiRYQK+PkuyOuT7VJ2zcoKI1u07QtoGCXDHg6pHB,24,0,23,Interactive,2,48.27518274229272,0.9655036548458544,1.1976427476636595,1.7927641924046815,1.64583379576483,on_demand,od_09
Iuh1wd1Sy9+RpzoCC1G/6xfK5TZ6SrHsONPmcd2lV5DSoNjsWqXJKUPNi5JUjbEt,24,0,23,Interactive,4,24.481247112319153,0.9792498844927663,1.112875984187876,2.093864738869604,1.6363421689052768,on_demand,od_10
KlAJ0eo4enhYyxofZDVmfP+EHmJiNhFruMR9333iSSBk51xdLvDaBWuR02P1iNW/,24,0,23,Interactive,2,24.16649814428835,0.483329962885767,0.5066660895485466,1.6281388770037757,0.9137008087994906,on_demand,od_11
Q9hKqATENmFFoVQtTgJ1GX1hlzQd1+7O4o47ys2tdtYjuMgVhS42BX8qD1UPDcD8,24,0,23,Interactive,2,46.32017465145025,0.9264034930290049,1.1076901972975253,1.8006193206387036,1.557845027457201,on_demand,od_12
SxgTBgDuZKf26DCy/2TwSrnHvMDqOthqB6+zEX8jJmMbITWO57wwE/eoidCKJe0p,24,0,23,Interactive,4,21.02673586717349,0.8410694346869395,1.710604242833567,2.83453410790656,2.419237769810207,on_demand,od_13
SxvCdxVJMLUVipMgG7UkhwpDkXil/jWLph6s8oQE8WwkDpNWa8EYNXwng3EqkOKm,24,0,23,Interactive,4,45.29459987483438,1.8117839949933756,2.508521994090023,3.946855591310776,3.495235891917717,on_demand,od_14
