scenario,peak_server_load,peak_committed_server_load,peak_server_overbooking_ratio,gamma_count,phi_count,active_server_periods,peak_cluster_load,peak_cluster_committed_load,peak_cluster_overbooking_ratio,peak_server_utilization
scen_01,7.966237959163362,9.213197687235091,1.1516497109043864,0,0,120,36.42903458462802,38.27148540691139,0.9567871351727847,0.9957797448954202
scen_02,7.995739223632068,9.630728981289987,1.2038411226612484,0,0,120,37.48157585835644,38.9738906309597,0.9743472657739926,0.9994674029540085
scen_03,7.997355911761122,7.997355911761124,0.9996694889701405,0,0,120,37.602984273032945,37.60298427303295,0.9400746068258238,0.9996694889701403
scen_04,7.988735872055774,8.381445201238275,1.0476806501547844,0,0,120,37.34294449580587,37.342944495805874,0.9335736123951468,0.9985919840069718
scen_05,7.989272314544697,9.253187567672017,1.156648445959002,0,0,120,37.377259847896866,38.312669222239776,0.9578167305559944,0.9986590393180871
scen_06,7.987328554157912,7.987328554157912,0.998416069269739,0,0,120,37.37575784609349,37.37575784609349,0.9343939461523373,0.998416069269739
scen_07,7.994515266260857,9.338437494626668,1.1673046868283334,0,0,120,37.539348536714,38.87265813043248,0.9718164532608119,0.9993144082826071
scen_08,7.963444603307718,8.989299880239255,1.1236624850299068,4,4,120,36.93566911072105,38.013706566381614,0.9503426641595404,0.9954305754134648
scen_09,7.99645037008637,8.904060647880073,1.113007580985009,0,0,120,37.680311762194535,38.307311251031564,0.9576827812757891,0.9995562962607962
scen_10,7.985616553733992,9.685732100024897,1.210716512503112,0,0,120,37.44939249642883,38.66195403056166,0.9665488507640415,0.998202069216749
